,cell_size_at_div,param_index,cat,perturb
0,0.696974880121482,0,lower threshold,0.4
1,0.5860510721924673,0,upper threshold,0.4
2,0.5989599006221067,0,basal set,0.4
3,0.6368547255452434,1,lower threshold,0.4
4,0.5959399450797395,1,upper threshold,0.4
5,0.5973645059861814,1,basal set,0.4
6,0.6006548088243314,2,lower threshold,0.4
7,0.6023074073075926,2,upper threshold,0.4
8,0.6417886750662324,2,basal set,0.4
9,0.5850926874379632,3,lower threshold,0.4
10,0.6083332436287836,3,upper threshold,0.4
11,0.6405583527425586,3,basal set,0.4
12,0.6241999185993397,4,lower threshold,0.4
13,0.6292833597186008,4,upper threshold,0.4
14,0.6395703714439498,4,basal set,0.4
15,0.5852683781260362,5,lower threshold,0.4
16,0.5825225111987774,5,upper threshold,0.4
17,0.569990068133883,5,basal set,0.4
18,0.6056313859045902,6,lower threshold,0.4
19,0.6110097289586033,6,upper threshold,0.4
20,0.5807926230246613,6,basal set,0.4
21,0.6181192464433299,7,lower threshold,0.4
22,0.659230441253859,7,upper threshold,0.4
23,0.6002030377205938,7,basal set,0.4
24,0.5511745372979745,8,lower threshold,0.4
25,0.6315226603741239,8,upper threshold,0.4
26,0.5718531547063429,8,basal set,0.4
27,0.604000490025045,9,lower threshold,0.4
28,0.5761094643930879,9,upper threshold,0.4
29,0.6213587894991272,9,basal set,0.4
30,0.5612971438399431,10,lower threshold,0.4
31,0.6012578887775143,10,upper threshold,0.4
32,0.6155333803992548,10,basal set,0.4
33,0.5668808633214376,11,lower threshold,0.4
34,0.5931314901860445,11,upper threshold,0.4
35,0.6075112555578223,11,basal set,0.4
36,0.5752855799926252,12,lower threshold,0.4
37,0.5773103633547473,12,upper threshold,0.4
38,0.6106229890189425,12,basal set,0.4
39,0.5998751485289423,13,lower threshold,0.4
40,0.5699863781424347,13,upper threshold,0.4
41,0.6276613773466229,13,basal set,0.4
42,0.5937684059371249,14,lower threshold,0.4
43,0.6240700045894775,14,upper threshold,0.4
44,0.6110277537763492,14,basal set,0.4
45,0.5910815278172828,15,lower threshold,0.4
46,0.5815817481340696,15,upper threshold,0.4
47,0.5894123826284988,15,basal set,0.4
48,0.6121938354838952,16,lower threshold,0.4
49,0.6585517897876373,16,upper threshold,0.4
50,0.606857553443637,16,basal set,0.4
51,0.5975571402860644,17,lower threshold,0.4
52,0.6229703191241273,17,upper threshold,0.4
53,0.6448629122639371,17,basal set,0.4
54,0.6044529819662056,18,lower threshold,0.4
55,0.5869154635358639,18,upper threshold,0.4
56,0.6365835784217214,18,basal set,0.4
57,0.60945377035056,19,lower threshold,0.4
58,0.6112297004664604,19,upper threshold,0.4
59,0.5730104180401565,19,basal set,0.4
60,0.6306372400223598,20,lower threshold,0.4
61,0.5961058612345522,20,upper threshold,0.4
62,0.5979769125996063,20,basal set,0.4
63,0.602998101422872,21,lower threshold,0.4
64,0.5708467260802118,21,upper threshold,0.4
65,0.6062615098296229,21,basal set,0.4
66,0.6477616240391494,22,lower threshold,0.4
67,0.6145162168467049,22,upper threshold,0.4
68,0.6048072967460061,22,basal set,0.4
69,0.6118814380430816,23,lower threshold,0.4
70,0.6498601244400483,23,upper threshold,0.4
71,0.5518780469567306,23,basal set,0.4
72,0.5669870438381334,24,lower threshold,0.4
73,0.559935893976857,24,upper threshold,0.4
74,0.6057999294082476,24,basal set,0.4
75,0.5882413459538145,25,lower threshold,0.4
76,0.6106040748215467,25,upper threshold,0.4
77,0.6031691231686632,25,basal set,0.4
78,0.5759197204291536,26,lower threshold,0.4
79,0.6141355476362926,26,upper threshold,0.4
80,0.621964409737539,26,basal set,0.4
81,0.5953625226138498,27,lower threshold,0.4
82,0.5805283358660945,27,upper threshold,0.4
83,0.6418849888683795,27,basal set,0.4
84,0.6321843343723328,28,lower threshold,0.4
85,0.6008507344567491,28,upper threshold,0.4
86,0.591620867090614,28,basal set,0.4
87,0.621508780790836,29,lower threshold,0.4
88,0.6281339930197612,29,upper threshold,0.4
89,0.6470958256480764,29,basal set,0.4
90,0.5877678731545903,30,lower threshold,0.4
91,0.5842853315527682,30,upper threshold,0.4
92,0.5628765968478864,30,basal set,0.4
93,0.6112234064334542,31,lower threshold,0.4
94,0.6077019500692195,31,upper threshold,0.4
95,0.6004614634142881,31,basal set,0.4
96,0.5631721382643652,32,lower threshold,0.4
97,0.5962550962089411,32,upper threshold,0.4
98,0.587872534040624,32,basal set,0.4
99,0.5957161824618663,33,lower threshold,0.4
100,0.61141809518216,33,upper threshold,0.4
101,0.6132491708412185,33,basal set,0.4
102,0.5890626842709298,34,lower threshold,0.4
103,0.6160268116852612,34,upper threshold,0.4
104,0.5791686026890782,34,basal set,0.4
105,0.6197862869691261,35,lower threshold,0.4
106,0.5991615414907644,35,upper threshold,0.4
107,0.6004016526509376,35,basal set,0.4
108,0.6192139355011378,36,lower threshold,0.4
109,0.6001729889736195,36,upper threshold,0.4
110,0.5806310744043567,36,basal set,0.4
111,0.6028857479448092,37,lower threshold,0.4
112,0.5944627187286845,37,upper threshold,0.4
113,0.5979357039471772,37,basal set,0.4
114,0.6115879738083204,38,lower threshold,0.4
115,0.5953013714619971,38,upper threshold,0.4
116,0.616283382396171,38,basal set,0.4
117,0.5831044326803927,39,lower threshold,0.4
118,0.6448271884128781,39,upper threshold,0.4
119,0.5881395577088228,39,basal set,0.4
120,0.5815667234897919,40,lower threshold,0.4
121,0.5814362388404322,40,upper threshold,0.4
122,0.5940231761697531,40,basal set,0.4
123,0.6056836891301862,41,lower threshold,0.4
124,0.6092900781549891,41,upper threshold,0.4
125,0.6356840057942473,41,basal set,0.4
126,0.5867839546607264,42,lower threshold,0.4
127,0.6022652252075827,42,upper threshold,0.4
128,0.5757844560004441,42,basal set,0.4
129,0.563287639038868,43,lower threshold,0.4
130,0.5962029058827459,43,upper threshold,0.4
131,0.5788978736608744,43,basal set,0.4
132,0.5906910125524106,44,lower threshold,0.4
133,0.6513945885971768,44,upper threshold,0.4
134,0.6008450132536682,44,basal set,0.4
135,0.6248375534764352,45,lower threshold,0.4
136,0.6139318024507665,45,upper threshold,0.4
137,0.5910330991231546,45,basal set,0.4
138,0.6125090814289903,46,lower threshold,0.4
139,0.6027428949253878,46,upper threshold,0.4
140,0.6184500445775637,46,basal set,0.4
141,0.5887745877292352,47,lower threshold,0.4
142,0.5994932300842721,47,upper threshold,0.4
143,0.5759028630059196,47,basal set,0.4
144,0.6458660310727794,48,lower threshold,0.4
145,0.6356555591014926,48,upper threshold,0.4
146,0.620802415335577,48,basal set,0.4
147,0.6001292256804357,49,lower threshold,0.4
148,0.5882413807086779,49,upper threshold,0.4
149,0.6036634654516954,49,basal set,0.4
150,0.586928803111424,50,lower threshold,0.4
151,0.6071887151027524,50,upper threshold,0.4
152,0.6515971711861681,50,basal set,0.4
153,0.5983200840518609,51,lower threshold,0.4
154,0.6057680234375846,51,upper threshold,0.4
155,0.5633399468312928,51,basal set,0.4
156,0.6273227308380716,52,lower threshold,0.4
157,0.5873747714311127,52,upper threshold,0.4
158,0.5973895156917199,52,basal set,0.4
159,0.5978523093107945,53,lower threshold,0.4
160,0.6067695290296377,53,upper threshold,0.4
161,0.5791420620913178,53,basal set,0.4
162,0.5915533233978475,54,lower threshold,0.4
163,0.6174938646707027,54,upper threshold,0.4
164,0.5826731309654555,54,basal set,0.4
165,0.5725090688169526,55,lower threshold,0.4
166,0.5724596114767899,55,upper threshold,0.4
167,0.6017496312432825,55,basal set,0.4
168,0.6084462237674111,56,lower threshold,0.4
169,0.5684829770481588,56,upper threshold,0.4
170,0.6210085763167966,56,basal set,0.4
171,0.5846827068297199,57,lower threshold,0.4
172,0.6356839949601948,57,upper threshold,0.4
173,0.6162769781909316,57,basal set,0.4
174,0.5824938644484721,58,lower threshold,0.4
175,0.5823866268634318,58,upper threshold,0.4
176,0.5862314720511855,58,basal set,0.4
177,0.6387600132639687,59,lower threshold,0.4
178,0.5779294731569238,59,upper threshold,0.4
179,0.5943659413371021,59,basal set,0.4
180,0.6118660193435543,60,lower threshold,0.4
181,0.570670424589215,60,upper threshold,0.4
182,0.612039205357756,60,basal set,0.4
183,0.574829134899779,61,lower threshold,0.4
184,0.589502419113868,61,upper threshold,0.4
185,0.5677421575097389,61,basal set,0.4
186,0.6333405230478297,62,lower threshold,0.4
187,0.59252054978387,62,upper threshold,0.4
188,0.6069230868042924,62,basal set,0.4
189,0.5740236872791793,63,lower threshold,0.4
190,0.5781877823040592,63,upper threshold,0.4
191,0.6144908174456296,63,basal set,0.4
192,0.5937473099741161,64,lower threshold,0.4
193,0.6314461746374659,64,upper threshold,0.4
194,0.6157937334028883,64,basal set,0.4
