,index,variable,value
4626,MBF,268.01931550260167,1.0
4627,Nrm1,268.01931550260167,0.0
4628,Cdh1,268.02931550260166,1.0
4629,Clb6,268.02931550260166,0.0
4630,MBF,268.02931550260166,1.0
4631,Nrm1,268.02931550260166,0.0
4632,Cdh1,268.03931550260165,1.0
4633,Clb6,268.03931550260165,0.0
4634,MBF,268.03931550260165,1.0
4635,Nrm1,268.03931550260165,0.0
4636,Cdh1,268.04931550260164,1.0
4637,Clb6,268.04931550260164,0.0
4638,MBF,268.04931550260164,1.0
4639,Nrm1,268.04931550260164,0.0
4640,Cdh1,268.05931550260163,1.0
4641,Clb6,268.05931550260163,0.0
4642,MBF,268.05931550260163,1.0
4643,Nrm1,268.05931550260163,0.0
4644,Cdh1,268.0693155026016,1.0
4645,Clb6,268.0693155026016,0.0
4646,MBF,268.0693155026016,1.0
4647,Nrm1,268.0693155026016,0.0
4648,Cdh1,268.0793155026016,1.0
4649,Clb6,268.0793155026016,0.0
4650,MBF,268.0793155026016,1.0
4651,Nrm1,268.0793155026016,0.0
4652,Cdh1,268.0893155026016,1.0
4653,Clb6,268.0893155026016,0.0
4654,MBF,268.0893155026016,1.0
4655,Nrm1,268.0893155026016,0.0
4656,Cdh1,268.0993155026016,1.0
4657,Clb6,268.0993155026016,0.0
4658,MBF,268.0993155026016,1.0
4659,Nrm1,268.0993155026016,0.0
4660,Cdh1,268.1093155026016,1.0
4661,Clb6,268.1093155026016,0.0
4662,MBF,268.1093155026016,1.0
4663,Nrm1,268.1093155026016,0.0
4664,Cdh1,268.1193155026016,1.0
4665,Clb6,268.1193155026016,0.0
4666,MBF,268.1193155026016,1.0
4667,Nrm1,268.1193155026016,0.0
4668,Cdh1,268.12931550260157,1.0
4669,Clb6,268.12931550260157,0.0
4670,MBF,268.12931550260157,1.0
4671,Nrm1,268.12931550260157,0.0
4672,Cdh1,268.13931550260156,1.0
4673,Clb6,268.13931550260156,0.0
4674,MBF,268.13931550260156,1.0
4675,Nrm1,268.13931550260156,0.0
4676,Cdh1,268.14931550260155,1.0
4677,Clb6,268.14931550260155,0.0
4678,MBF,268.14931550260155,1.0
4679,Nrm1,268.14931550260155,0.0
4680,Cdh1,268.15931550260154,1.0
4681,Clb6,268.15931550260154,0.0
4682,MBF,268.15931550260154,1.0
4683,Nrm1,268.15931550260154,0.0
4684,Cdh1,268.16931550260153,1.0
4685,Clb6,268.16931550260153,0.0
4686,MBF,268.16931550260153,1.0
4687,Nrm1,268.16931550260153,0.0
4688,Cdh1,268.1793155026015,1.0
4689,Clb6,268.1793155026015,0.0
4690,MBF,268.1793155026015,1.0
4691,Nrm1,268.1793155026015,0.0
4692,Cdh1,268.1893155026015,1.0
4693,Clb6,268.1893155026015,0.0
4694,MBF,268.1893155026015,1.0
4695,Nrm1,268.1893155026015,0.0
4696,Cdh1,268.1993155026015,1.0
4697,Clb6,268.1993155026015,0.0
4698,MBF,268.1993155026015,1.0
4699,Nrm1,268.1993155026015,0.0
4700,Cdh1,268.2093155026015,1.0
4701,Clb6,268.2093155026015,0.0
4702,MBF,268.2093155026015,1.0
4703,Nrm1,268.2093155026015,0.0
4704,Cdh1,268.2193155026015,1.0
4705,Clb6,268.2193155026015,0.0
4706,MBF,268.2193155026015,1.0
4707,Nrm1,268.2193155026015,0.0
4708,Cdh1,268.2293155026015,1.0
4709,Clb6,268.2293155026015,0.0
4710,MBF,268.2293155026015,1.0
4711,Nrm1,268.2293155026015,0.0
4712,Cdh1,268.23931550260147,1.0
4713,Clb6,268.23931550260147,0.0
4714,MBF,268.23931550260147,1.0
4715,Nrm1,268.23931550260147,0.0
4716,Cdh1,268.24931550260146,1.0
4717,Clb6,268.24931550260146,0.0
4718,MBF,268.24931550260146,1.0
4719,Nrm1,268.24931550260146,0.0
4720,Cdh1,268.25931550260145,1.0
4721,Clb6,268.25931550260145,0.0
4722,MBF,268.25931550260145,1.0
4723,Nrm1,268.25931550260145,0.0
4724,Cdh1,268.26931550260144,1.0
4725,Clb6,268.26931550260144,0.0
4726,MBF,268.26931550260144,1.0
4727,Nrm1,268.26931550260144,0.0
4728,Cdh1,268.27931550260143,1.0
4729,Clb6,268.27931550260143,0.0
4730,MBF,268.27931550260143,1.0
4731,Nrm1,268.27931550260143,0.0
4732,Cdh1,268.2893155026014,1.0
4733,Clb6,268.2893155026014,0.0
4734,MBF,268.2893155026014,1.0
4735,Nrm1,268.2893155026014,0.0
4736,Cdh1,268.2993155026014,1.0
4737,Clb6,268.2993155026014,0.0
4738,MBF,268.2993155026014,1.0
4739,Nrm1,268.2993155026014,0.0
4740,Cdh1,268.3093155026014,1.0
4741,Clb6,268.3093155026014,0.0
4742,MBF,268.3093155026014,1.0
4743,Nrm1,268.3093155026014,0.0
4744,Cdh1,268.3193155026014,1.0
4745,Clb6,268.3193155026014,0.0
4746,MBF,268.3193155026014,1.0
4747,Nrm1,268.3193155026014,0.0
4748,Cdh1,268.3293155026014,1.0
4749,Clb6,268.3293155026014,0.0
4750,MBF,268.3293155026014,1.0
4751,Nrm1,268.3293155026014,0.0
4752,Cdh1,268.3393155026014,1.0
4753,Clb6,268.3393155026014,0.0
4754,MBF,268.3393155026014,1.0
4755,Nrm1,268.3393155026014,0.0
4756,Cdh1,268.34931550260137,1.0
4757,Clb6,268.34931550260137,0.0
4758,MBF,268.34931550260137,1.0
4759,Nrm1,268.34931550260137,0.0
4760,Cdh1,268.35931550260136,1.0
4761,Clb6,268.35931550260136,0.0
4762,MBF,268.35931550260136,1.0
4763,Nrm1,268.35931550260136,0.0
4764,Cdh1,268.36931550260135,1.0
4765,Clb6,268.36931550260135,0.0
4766,MBF,268.36931550260135,1.0
4767,Nrm1,268.36931550260135,0.0
4768,Cdh1,268.37931550260134,1.0
4769,Clb6,268.37931550260134,0.0
4770,MBF,268.37931550260134,1.0
4771,Nrm1,268.37931550260134,0.0
4772,Cdh1,268.38931550260133,1.0
4773,Clb6,268.38931550260133,0.0
4774,MBF,268.38931550260133,1.0
4775,Nrm1,268.38931550260133,0.0
4776,Cdh1,268.3993155026013,1.0
4777,Clb6,268.3993155026013,0.0
4778,MBF,268.3993155026013,1.0
4779,Nrm1,268.3993155026013,0.0
4780,Cdh1,268.4093155026013,1.0
4781,Clb6,268.4093155026013,0.0
4782,MBF,268.4093155026013,1.0
4783,Nrm1,268.4093155026013,0.0
4784,Cdh1,268.4193155026013,1.0
4785,Clb6,268.4193155026013,0.0
4786,MBF,268.4193155026013,1.0
4787,Nrm1,268.4193155026013,0.0
4788,Cdh1,268.4293155026013,1.0
4789,Clb6,268.4293155026013,0.0
4790,MBF,268.4293155026013,1.0
4791,Nrm1,268.4293155026013,0.0
4792,Cdh1,268.4393155026013,1.0
4793,Clb6,268.4393155026013,0.0
4794,MBF,268.4393155026013,1.0
4795,Nrm1,268.4393155026013,0.0
4796,Cdh1,268.4493155026013,1.0
4797,Clb6,268.4493155026013,0.0
4798,MBF,268.4493155026013,1.0
4799,Nrm1,268.4493155026013,0.0
4800,Cdh1,268.45931550260127,1.0
4801,Clb6,268.45931550260127,0.0
4802,MBF,268.45931550260127,1.0
4803,Nrm1,268.45931550260127,0.0
4804,Cdh1,268.46931550260126,1.0
4805,Clb6,268.46931550260126,0.0
4806,MBF,268.46931550260126,1.0
4807,Nrm1,268.46931550260126,0.0
4808,Cdh1,268.47931550260125,1.0
4809,Clb6,268.47931550260125,0.0
4810,MBF,268.47931550260125,1.0
4811,Nrm1,268.47931550260125,0.0
4812,Cdh1,268.48931550260124,1.0
4813,Clb6,268.48931550260124,0.0
4814,MBF,268.48931550260124,1.0
4815,Nrm1,268.48931550260124,0.0
4816,Cdh1,268.49931550260123,1.0
4817,Clb6,268.49931550260123,0.0
4818,MBF,268.49931550260123,1.0
4819,Nrm1,268.49931550260123,0.0
4820,Cdh1,268.5093155026012,1.0
4821,Clb6,268.5093155026012,0.0
4822,MBF,268.5093155026012,1.0
4823,Nrm1,268.5093155026012,0.0
4824,Cdh1,268.5193155026012,1.0
4825,Clb6,268.5193155026012,0.0
4826,MBF,268.5193155026012,1.0
4827,Nrm1,268.5193155026012,0.0
4828,Cdh1,268.5293155026012,1.0
4829,Clb6,268.5293155026012,0.0
4830,MBF,268.5293155026012,1.0
4831,Nrm1,268.5293155026012,0.0
4832,Cdh1,268.5393155026012,1.0
4833,Clb6,268.5393155026012,0.0
4834,MBF,268.5393155026012,1.0
4835,Nrm1,268.5393155026012,0.0
4836,Cdh1,268.5493155026012,1.0
4837,Clb6,268.5493155026012,0.0
4838,MBF,268.5493155026012,1.0
4839,Nrm1,268.5493155026012,0.0
4840,Cdh1,268.5593155026012,1.0
4841,Clb6,268.5593155026012,0.0
4842,MBF,268.5593155026012,1.0
4843,Nrm1,268.5593155026012,0.0
4844,Cdh1,268.56931550260117,1.0
4845,Clb6,268.56931550260117,0.0
4846,MBF,268.56931550260117,1.0
4847,Nrm1,268.56931550260117,0.0
4848,Cdh1,268.57931550260116,1.0
4849,Clb6,268.57931550260116,0.0
4850,MBF,268.57931550260116,1.0
4851,Nrm1,268.57931550260116,0.0
4852,Cdh1,268.58931550260115,1.0
4853,Clb6,268.58931550260115,0.0
4854,MBF,268.58931550260115,1.0
4855,Nrm1,268.58931550260115,0.0
4856,Cdh1,268.59931550260114,1.0
4857,Clb6,268.59931550260114,0.0
4858,MBF,268.59931550260114,1.0
4859,Nrm1,268.59931550260114,0.0
4860,Cdh1,268.60931550260113,1.0
4861,Clb6,268.60931550260113,0.0
4862,MBF,268.60931550260113,1.0
4863,Nrm1,268.60931550260113,0.0
4864,Cdh1,268.6193155026011,1.0
4865,Clb6,268.6193155026011,0.0
4866,MBF,268.6193155026011,1.0
4867,Nrm1,268.6193155026011,0.0
4868,Cdh1,268.6293155026011,1.0
4869,Clb6,268.6293155026011,0.0
4870,MBF,268.6293155026011,1.0
4871,Nrm1,268.6293155026011,0.0
4872,Cdh1,268.6393155026011,1.0
4873,Clb6,268.6393155026011,0.0
4874,MBF,268.6393155026011,1.0
4875,Nrm1,268.6393155026011,0.0
4876,Cdh1,268.6493155026011,1.0
4877,Clb6,268.6493155026011,0.0
4878,MBF,268.6493155026011,1.0
4879,Nrm1,268.6493155026011,0.0
4880,Cdh1,268.6593155026011,1.0
4881,Clb6,268.6593155026011,0.0
4882,MBF,268.6593155026011,1.0
4883,Nrm1,268.6593155026011,0.0
4884,Cdh1,268.6693155026011,1.0
4885,Clb6,268.6693155026011,0.0
4886,MBF,268.6693155026011,1.0
4887,Nrm1,268.6693155026011,0.0
4888,Cdh1,268.67931550260107,1.0
4889,Clb6,268.67931550260107,0.0
4890,MBF,268.67931550260107,1.0
4891,Nrm1,268.67931550260107,0.0
4892,Cdh1,268.68931550260106,1.0
4893,Clb6,268.68931550260106,0.0
4894,MBF,268.68931550260106,1.0
4895,Nrm1,268.68931550260106,0.0
4896,Cdh1,268.69931550260105,1.0
4897,Clb6,268.69931550260105,0.0
4898,MBF,268.69931550260105,1.0
4899,Nrm1,268.69931550260105,0.0
4900,Cdh1,268.70931550260104,1.0
4901,Clb6,268.70931550260104,0.0
4902,MBF,268.70931550260104,1.0
4903,Nrm1,268.70931550260104,0.0
4904,Cdh1,268.71931550260103,1.0
4905,Clb6,268.71931550260103,0.0
4906,MBF,268.71931550260103,1.0
4907,Nrm1,268.71931550260103,0.0
4908,Cdh1,268.729315502601,1.0
4909,Clb6,268.729315502601,0.0
4910,MBF,268.729315502601,1.0
4911,Nrm1,268.729315502601,0.0
4912,Cdh1,268.739315502601,1.0
4913,Clb6,268.739315502601,0.0
4914,MBF,268.739315502601,1.0
4915,Nrm1,268.739315502601,0.0
4916,Cdh1,268.749315502601,1.0
4917,Clb6,268.749315502601,0.0
4918,MBF,268.749315502601,1.0
4919,Nrm1,268.749315502601,0.0
4920,Cdh1,268.759315502601,1.0
4921,Clb6,268.759315502601,0.0
4922,MBF,268.759315502601,1.0
4923,Nrm1,268.759315502601,0.0
4924,Cdh1,268.769315502601,1.0
4925,Clb6,268.769315502601,0.0
4926,MBF,268.769315502601,1.0
4927,Nrm1,268.769315502601,0.0
4928,Cdh1,268.779315502601,1.0
4929,Clb6,268.779315502601,0.0
4930,MBF,268.779315502601,1.0
4931,Nrm1,268.779315502601,0.0
4932,Cdh1,268.78931550260097,1.0
4933,Clb6,268.78931550260097,0.0
4934,MBF,268.78931550260097,1.0
4935,Nrm1,268.78931550260097,0.0
4936,Cdh1,268.79931550260096,1.0
4937,Clb6,268.79931550260096,0.0
4938,MBF,268.79931550260096,1.0
4939,Nrm1,268.79931550260096,0.0
4940,Cdh1,268.80931550260095,1.0
4941,Clb6,268.80931550260095,0.0
4942,MBF,268.80931550260095,1.0
4943,Nrm1,268.80931550260095,0.0
4944,Cdh1,268.81931550260094,1.0
4945,Clb6,268.81931550260094,0.0
4946,MBF,268.81931550260094,1.0
4947,Nrm1,268.81931550260094,0.0
4948,Cdh1,268.82931550260093,1.0
4949,Clb6,268.82931550260093,0.0
4950,MBF,268.82931550260093,1.0
4951,Nrm1,268.82931550260093,0.0
4952,Cdh1,268.8393155026009,1.0
4953,Clb6,268.8393155026009,0.0
4954,MBF,268.8393155026009,1.0
4955,Nrm1,268.8393155026009,0.0
4956,Cdh1,268.8493155026009,1.0
4957,Clb6,268.8493155026009,0.0
4958,MBF,268.8493155026009,1.0
4959,Nrm1,268.8493155026009,0.0
4960,Cdh1,268.8593155026009,1.0
4961,Clb6,268.8593155026009,0.0
4962,MBF,268.8593155026009,1.0
4963,Nrm1,268.8593155026009,0.0
4964,Cdh1,268.8693155026009,1.0
4965,Clb6,268.8693155026009,0.0
4966,MBF,268.8693155026009,1.0
4967,Nrm1,268.8693155026009,0.0
4968,Cdh1,268.8793155026009,1.0
4969,Clb6,268.8793155026009,0.0
4970,MBF,268.8793155026009,1.0
4971,Nrm1,268.8793155026009,0.0
4972,Cdh1,268.8893155026009,1.0
4973,Clb6,268.8893155026009,0.0
4974,MBF,268.8893155026009,1.0
4975,Nrm1,268.8893155026009,0.0
4976,Cdh1,268.89931550260087,1.0
4977,Clb6,268.89931550260087,0.0
4978,MBF,268.89931550260087,1.0
4979,Nrm1,268.89931550260087,0.0
4980,Cdh1,268.90931550260086,1.0
4981,Clb6,268.90931550260086,0.0
4982,MBF,268.90931550260086,1.0
4983,Nrm1,268.90931550260086,0.0
4984,Cdh1,268.91931550260085,1.0
4985,Clb6,268.91931550260085,0.0
4986,MBF,268.91931550260085,1.0
4987,Nrm1,268.91931550260085,0.0
4988,Cdh1,268.92931550260084,1.0
4989,Clb6,268.92931550260084,0.0
4990,MBF,268.92931550260084,1.0
4991,Nrm1,268.92931550260084,0.0
4992,Cdh1,268.93931550260083,1.0
4993,Clb6,268.93931550260083,0.0
4994,MBF,268.93931550260083,1.0
4995,Nrm1,268.93931550260083,0.0
4996,Cdh1,268.9493155026008,1.0
4997,Clb6,268.9493155026008,0.0
4998,MBF,268.9493155026008,1.0
4999,Nrm1,268.9493155026008,0.0
5000,Cdh1,268.9593155026008,1.0
5001,Clb6,268.9593155026008,0.0
5002,MBF,268.9593155026008,1.0
5003,Nrm1,268.9593155026008,0.0
5004,Cdh1,268.9693155026008,1.0
5005,Clb6,268.9693155026008,0.0
5006,MBF,268.9693155026008,1.0
5007,Nrm1,268.9693155026008,0.0
5008,Cdh1,268.9793155026008,1.0
5009,Clb6,268.9793155026008,0.0
5010,MBF,268.9793155026008,1.0
5011,Nrm1,268.9793155026008,0.0
5012,Cdh1,268.9893155026008,1.0
5013,Clb6,268.9893155026008,0.0
5014,MBF,268.9893155026008,1.0
5015,Nrm1,268.9893155026008,0.0
5016,Cdh1,268.9993155026008,1.0
5017,Clb6,268.9993155026008,0.0
5018,MBF,268.9993155026008,1.0
5019,Nrm1,268.9993155026008,0.0
5020,Cdh1,269.00931550260077,1.0
5021,Clb6,269.00931550260077,0.0
5022,MBF,269.00931550260077,1.0
5023,Nrm1,269.00931550260077,0.0
5024,Cdh1,269.01931550260076,1.0
5025,Clb6,269.01931550260076,0.0
5026,MBF,269.01931550260076,1.0
5027,Nrm1,269.01931550260076,0.0
5028,Cdh1,269.02931550260075,1.0
5029,Clb6,269.02931550260075,0.0
5030,MBF,269.02931550260075,1.0
5031,Nrm1,269.02931550260075,0.0
5032,Cdh1,269.03931550260074,1.0
5033,Clb6,269.03931550260074,0.0
5034,MBF,269.03931550260074,1.0
5035,Nrm1,269.03931550260074,0.0
5036,Cdh1,269.04931550260073,1.0
5037,Clb6,269.04931550260073,0.0
5038,MBF,269.04931550260073,1.0
5039,Nrm1,269.04931550260073,0.0
5040,Cdh1,269.0593155026007,1.0
5041,Clb6,269.0593155026007,0.0
5042,MBF,269.0593155026007,1.0
5043,Nrm1,269.0593155026007,0.0
5044,Cdh1,269.0693155026007,1.0
5045,Clb6,269.0693155026007,0.0
5046,MBF,269.0693155026007,1.0
5047,Nrm1,269.0693155026007,0.0
5048,Cdh1,269.0793155026007,1.0
5049,Clb6,269.0793155026007,0.0
5050,MBF,269.0793155026007,1.0
5051,Nrm1,269.0793155026007,0.0
5052,Cdh1,269.0893155026007,1.0
5053,Clb6,269.0893155026007,0.0
5054,MBF,269.0893155026007,1.0
5055,Nrm1,269.0893155026007,0.0
5056,Cdh1,269.0993155026007,1.0
5057,Clb6,269.0993155026007,0.0
5058,MBF,269.0993155026007,1.0
5059,Nrm1,269.0993155026007,0.0
5060,Cdh1,269.1093155026007,1.0
5061,Clb6,269.1093155026007,0.0
5062,MBF,269.1093155026007,1.0
5063,Nrm1,269.1093155026007,0.0
5064,Cdh1,269.11931550260067,1.0
5065,Clb6,269.11931550260067,0.0
5066,MBF,269.11931550260067,1.0
5067,Nrm1,269.11931550260067,0.0
5068,Cdh1,269.12931550260066,1.0
5069,Clb6,269.12931550260066,0.0
5070,MBF,269.12931550260066,1.0
5071,Nrm1,269.12931550260066,0.0
5072,Cdh1,269.13931550260065,1.0
5073,Clb6,269.13931550260065,0.0
5074,MBF,269.13931550260065,1.0
5075,Nrm1,269.13931550260065,0.0
5076,Cdh1,269.14931550260064,1.0
5077,Clb6,269.14931550260064,0.0
5078,MBF,269.14931550260064,1.0
5079,Nrm1,269.14931550260064,0.0
5080,Cdh1,269.15931550260063,1.0
5081,Clb6,269.15931550260063,0.0
5082,MBF,269.15931550260063,1.0
5083,Nrm1,269.15931550260063,0.0
5084,Cdh1,269.1693155026006,1.0
5085,Clb6,269.1693155026006,0.0
5086,MBF,269.1693155026006,1.0
5087,Nrm1,269.1693155026006,0.0
5088,Cdh1,269.1793155026006,1.0
5089,Clb6,269.1793155026006,0.0
5090,MBF,269.1793155026006,1.0
5091,Nrm1,269.1793155026006,0.0
5092,Cdh1,269.1893155026006,1.0
5093,Clb6,269.1893155026006,0.0
5094,MBF,269.1893155026006,1.0
5095,Nrm1,269.1893155026006,0.0
5096,Cdh1,269.1993155026006,1.0
5097,Clb6,269.1993155026006,0.0
5098,MBF,269.1993155026006,1.0
5099,Nrm1,269.1993155026006,0.0
5100,Cdh1,269.2093155026006,1.0
5101,Clb6,269.2093155026006,0.0
5102,MBF,269.2093155026006,1.0
5103,Nrm1,269.2093155026006,0.0
5104,Cdh1,269.2193155026006,1.0
5105,Clb6,269.2193155026006,0.0
5106,MBF,269.2193155026006,1.0
5107,Nrm1,269.2193155026006,0.0
5108,Cdh1,269.22931550260057,1.0
5109,Clb6,269.22931550260057,0.0
5110,MBF,269.22931550260057,1.0
5111,Nrm1,269.22931550260057,0.0
5112,Cdh1,269.23931550260056,1.0
5113,Clb6,269.23931550260056,0.0
5114,MBF,269.23931550260056,1.0
5115,Nrm1,269.23931550260056,0.0
5116,Cdh1,269.24931550260055,1.0
5117,Clb6,269.24931550260055,0.0
5118,MBF,269.24931550260055,1.0
5119,Nrm1,269.24931550260055,0.0
5120,Cdh1,269.25931550260054,1.0
5121,Clb6,269.25931550260054,0.0
5122,MBF,269.25931550260054,1.0
5123,Nrm1,269.25931550260054,0.0
5124,Cdh1,269.26931550260053,1.0
5125,Clb6,269.26931550260053,0.0
5126,MBF,269.26931550260053,1.0
5127,Nrm1,269.26931550260053,0.0
5128,Cdh1,269.2793155026005,1.0
5129,Clb6,269.2793155026005,0.0
5130,MBF,269.2793155026005,1.0
5131,Nrm1,269.2793155026005,0.0
5132,Cdh1,269.2893155026005,1.0
5133,Clb6,269.2893155026005,0.0
5134,MBF,269.2893155026005,1.0
5135,Nrm1,269.2893155026005,0.0
5136,Cdh1,269.2993155026005,1.0
5137,Clb6,269.2993155026005,0.0
5138,MBF,269.2993155026005,1.0
5139,Nrm1,269.2993155026005,0.0
5140,Cdh1,269.3093155026005,1.0
5141,Clb6,269.3093155026005,0.0
5142,MBF,269.3093155026005,1.0
5143,Nrm1,269.3093155026005,0.0
5144,Cdh1,269.3193155026005,1.0
5145,Clb6,269.3193155026005,0.0
5146,MBF,269.3193155026005,1.0
5147,Nrm1,269.3193155026005,0.0
5148,Cdh1,269.3293155026005,1.0
5149,Clb6,269.3293155026005,0.0
5150,MBF,269.3293155026005,1.0
5151,Nrm1,269.3293155026005,0.0
5152,Cdh1,269.33931550260047,1.0
5153,Clb6,269.33931550260047,0.0
5154,MBF,269.33931550260047,1.0
5155,Nrm1,269.33931550260047,0.0
5156,Cdh1,269.34931550260046,1.0
5157,Clb6,269.34931550260046,0.0
5158,MBF,269.34931550260046,1.0
5159,Nrm1,269.34931550260046,0.0
5160,Cdh1,269.35931550260045,1.0
5161,Clb6,269.35931550260045,0.0
5162,MBF,269.35931550260045,1.0
5163,Nrm1,269.35931550260045,0.0
5164,Cdh1,269.36931550260044,1.0
5165,Clb6,269.36931550260044,0.0
5166,MBF,269.36931550260044,1.0
5167,Nrm1,269.36931550260044,0.0
5168,Cdh1,269.37931550260043,1.0
5169,Clb6,269.37931550260043,0.0
5170,MBF,269.37931550260043,1.0
5171,Nrm1,269.37931550260043,0.0
5172,Cdh1,269.3893155026004,1.0
5173,Clb6,269.3893155026004,0.0
5174,MBF,269.3893155026004,1.0
5175,Nrm1,269.3893155026004,0.0
5176,Cdh1,269.3993155026004,1.0
5177,Clb6,269.3993155026004,0.0
5178,MBF,269.3993155026004,1.0
5179,Nrm1,269.3993155026004,0.0
5180,Cdh1,269.4093155026004,1.0
5181,Clb6,269.4093155026004,0.0
5182,MBF,269.4093155026004,1.0
5183,Nrm1,269.4093155026004,0.0
5184,Cdh1,269.4193155026004,1.0
5185,Clb6,269.4193155026004,0.0
5186,MBF,269.4193155026004,1.0
5187,Nrm1,269.4193155026004,0.0
5188,Cdh1,269.4293155026004,1.0
5189,Clb6,269.4293155026004,0.0
5190,MBF,269.4293155026004,1.0
5191,Nrm1,269.4293155026004,0.0
5192,Cdh1,269.4393155026004,1.0
5193,Clb6,269.4393155026004,0.0
5194,MBF,269.4393155026004,1.0
5195,Nrm1,269.4393155026004,0.0
5196,Cdh1,269.44931550260037,1.0
5197,Clb6,269.44931550260037,0.0
5198,MBF,269.44931550260037,1.0
5199,Nrm1,269.44931550260037,0.0
5200,Cdh1,269.45931550260036,1.0
5201,Clb6,269.45931550260036,0.0
5202,MBF,269.45931550260036,1.0
5203,Nrm1,269.45931550260036,0.0
5204,Cdh1,269.46931550260035,1.0
5205,Clb6,269.46931550260035,0.0
5206,MBF,269.46931550260035,1.0
5207,Nrm1,269.46931550260035,0.0
5208,Cdh1,269.47931550260034,1.0
5209,Clb6,269.47931550260034,0.0
5210,MBF,269.47931550260034,1.0
5211,Nrm1,269.47931550260034,0.0
5212,Cdh1,269.48931550260033,1.0
5213,Clb6,269.48931550260033,0.0
5214,MBF,269.48931550260033,1.0
5215,Nrm1,269.48931550260033,0.0
5216,Cdh1,269.4993155026003,1.0
5217,Clb6,269.4993155026003,0.0
5218,MBF,269.4993155026003,1.0
5219,Nrm1,269.4993155026003,0.0
5220,Cdh1,269.5093155026003,1.0
5221,Clb6,269.5093155026003,0.0
5222,MBF,269.5093155026003,1.0
5223,Nrm1,269.5093155026003,0.0
5224,Cdh1,269.5193155026003,1.0
5225,Clb6,269.5193155026003,0.0
5226,MBF,269.5193155026003,1.0
5227,Nrm1,269.5193155026003,0.0
5228,Cdh1,269.5293155026003,1.0
5229,Clb6,269.5293155026003,0.0
5230,MBF,269.5293155026003,1.0
5231,Nrm1,269.5293155026003,0.0
5232,Cdh1,269.5393155026003,1.0
5233,Clb6,269.5393155026003,0.0
5234,MBF,269.5393155026003,1.0
5235,Nrm1,269.5393155026003,0.0
5236,Cdh1,269.5493155026003,1.0
5237,Clb6,269.5493155026003,0.0
5238,MBF,269.5493155026003,1.0
5239,Nrm1,269.5493155026003,0.0
5240,Cdh1,269.55931550260027,1.0
5241,Clb6,269.55931550260027,0.0
5242,MBF,269.55931550260027,1.0
5243,Nrm1,269.55931550260027,0.0
5244,Cdh1,269.56931550260026,1.0
5245,Clb6,269.56931550260026,0.0
5246,MBF,269.56931550260026,1.0
5247,Nrm1,269.56931550260026,0.0
5248,Cdh1,269.57931550260025,1.0
5249,Clb6,269.57931550260025,0.0
5250,MBF,269.57931550260025,1.0
5251,Nrm1,269.57931550260025,0.0
5252,Cdh1,269.58931550260024,1.0
5253,Clb6,269.58931550260024,0.0
5254,MBF,269.58931550260024,1.0
5255,Nrm1,269.58931550260024,0.0
5256,Cdh1,269.59931550260023,1.0
5257,Clb6,269.59931550260023,0.0
5258,MBF,269.59931550260023,1.0
5259,Nrm1,269.59931550260023,0.0
5260,Cdh1,269.6093155026002,1.0
5261,Clb6,269.6093155026002,0.0
5262,MBF,269.6093155026002,1.0
5263,Nrm1,269.6093155026002,0.0
5264,Cdh1,269.6193155026002,1.0
5265,Clb6,269.6193155026002,0.0
5266,MBF,269.6193155026002,1.0
5267,Nrm1,269.6193155026002,0.0
5268,Cdh1,269.6293155026002,1.0
5269,Clb6,269.6293155026002,0.0
5270,MBF,269.6293155026002,1.0
5271,Nrm1,269.6293155026002,0.0
5272,Cdh1,269.6393155026002,1.0
5273,Clb6,269.6393155026002,0.0
5274,MBF,269.6393155026002,1.0
5275,Nrm1,269.6393155026002,0.0
5276,Cdh1,269.6493155026002,1.0
5277,Clb6,269.6493155026002,0.0
5278,MBF,269.6493155026002,1.0
5279,Nrm1,269.6493155026002,0.0
5280,Cdh1,269.6593155026002,1.0
5281,Clb6,269.6593155026002,0.0
5282,MBF,269.6593155026002,1.0
5283,Nrm1,269.6593155026002,0.0
5284,Cdh1,269.66931550260017,1.0
5285,Clb6,269.66931550260017,0.0
5286,MBF,269.66931550260017,1.0
5287,Nrm1,269.66931550260017,0.0
5288,Cdh1,269.67931550260016,1.0
5289,Clb6,269.67931550260016,0.0
5290,MBF,269.67931550260016,1.0
5291,Nrm1,269.67931550260016,0.0
5292,Cdh1,269.68931550260015,1.0
5293,Clb6,269.68931550260015,0.0
5294,MBF,269.68931550260015,1.0
5295,Nrm1,269.68931550260015,0.0
5296,Cdh1,269.69931550260014,1.0
5297,Clb6,269.69931550260014,0.0
5298,MBF,269.69931550260014,1.0
5299,Nrm1,269.69931550260014,0.0
5300,Cdh1,269.70931550260013,1.0
5301,Clb6,269.70931550260013,0.0
5302,MBF,269.70931550260013,1.0
5303,Nrm1,269.70931550260013,0.0
5304,Cdh1,269.7193155026001,1.0
5305,Clb6,269.7193155026001,0.0
5306,MBF,269.7193155026001,1.0
5307,Nrm1,269.7193155026001,0.0
5308,Cdh1,269.7293155026001,1.0
5309,Clb6,269.7293155026001,0.0
5310,MBF,269.7293155026001,1.0
5311,Nrm1,269.7293155026001,0.0
5312,Cdh1,269.7393155026001,1.0
5313,Clb6,269.7393155026001,0.0
5314,MBF,269.7393155026001,1.0
5315,Nrm1,269.7393155026001,0.0
5316,Cdh1,269.7493155026001,1.0
5317,Clb6,269.7493155026001,0.0
