,cell_size_at_div,param_index,cat,perturb
125,0.576983935805488,41,basal set,0.5
126,0.5668154786237832,42,lower threshold,0.5
127,0.5808648483850755,42,upper threshold,0.5
128,0.6106225106412169,42,basal set,0.5
129,0.5868082443757803,43,lower threshold,0.5
130,0.5849622077426585,43,upper threshold,0.5
131,0.5852102215343867,43,basal set,0.5
132,0.5822929636592503,44,lower threshold,0.5
133,0.6166112511498976,44,upper threshold,0.5
134,0.5859131796835775,44,basal set,0.5
135,0.5780656775170206,45,lower threshold,0.5
136,0.6246493743667383,45,upper threshold,0.5
137,0.6018221054643709,45,basal set,0.5
138,0.5844571777482942,46,lower threshold,0.5
139,0.6263991773134282,46,upper threshold,0.5
140,0.560693575302657,46,basal set,0.5
141,0.6209142695237873,47,lower threshold,0.5
142,0.58408245023941,47,upper threshold,0.5
143,0.6104613312299007,47,basal set,0.5
144,0.6090480163391288,48,lower threshold,0.5
145,0.557809844404016,48,upper threshold,0.5
146,0.5751752254325859,48,basal set,0.5
147,0.5934991344761639,49,lower threshold,0.5
148,0.6010699696806059,49,upper threshold,0.5
149,0.5991087741783163,49,basal set,0.5
150,0.609305543705175,50,lower threshold,0.5
151,0.6142102765394549,50,upper threshold,0.5
152,0.5821119399486118,50,basal set,0.5
153,0.5795009271533389,51,lower threshold,0.5
154,0.5960729523426581,51,upper threshold,0.5
155,0.5821230194386687,51,basal set,0.5
156,0.6014951370852587,52,lower threshold,0.5
157,0.6132050955992874,52,upper threshold,0.5
158,0.624122010932888,52,basal set,0.5
159,0.6025537385159047,53,lower threshold,0.5
160,0.5850335701152723,53,upper threshold,0.5
161,0.5933670063255303,53,basal set,0.5
162,0.6017544683818703,54,lower threshold,0.5
163,0.6018102203398822,54,upper threshold,0.5
164,0.5990780387476593,54,basal set,0.5
165,0.6253333965698753,55,lower threshold,0.5
166,0.6071203401722586,55,upper threshold,0.5
167,0.5723297222747392,55,basal set,0.5
168,0.5972453466753835,56,lower threshold,0.5
169,0.6335649028990358,56,upper threshold,0.5
170,0.6254031100252554,56,basal set,0.5
171,0.6010172793283852,57,lower threshold,0.5
172,0.5878920900788969,57,upper threshold,0.5
173,0.5827256435379748,57,basal set,0.5
174,0.5755161568884043,58,lower threshold,0.5
175,0.6113101427577319,58,upper threshold,0.5
176,0.5886393738262099,58,basal set,0.5
177,0.6121490317064032,59,lower threshold,0.5
178,0.5960755674356565,59,upper threshold,0.5
179,0.6052317375177594,59,basal set,0.5
180,0.616576655017339,60,lower threshold,0.5
181,0.5941046663675168,60,upper threshold,0.5
182,0.5920784013137991,60,basal set,0.5
183,0.6115634659410203,61,lower threshold,0.5
184,0.5809242283375788,61,upper threshold,0.5
185,0.5780075692157094,61,basal set,0.5
186,0.6360297672736482,62,lower threshold,0.5
187,0.5790895418372818,62,upper threshold,0.5
188,0.6094725002635106,62,basal set,0.5
