,x,y
0,-0.23858519899880667,0.42273042120029586
1,-0.1695767842468167,0.3145835602077182
2,-0.2412835822883367,0.4682512053901042
3,-0.4526500741212488,0.7325736318506696
4,-0.12722795417580493,0.37586339411701847
5,-0.126203360873045,0.33333284328614826
6,-0.05308541773001396,0.20042431664538898
7,-0.2087877654996855,0.5111659979217544
8,-0.16432546437922252,0.44274007570046997
9,-0.13165349152314273,0.2801771867578891
10,-0.07956712838039422,0.19439163389850941
11,-0.282869080906687,0.514851094996884
12,0.08220039365145614,0.1296534714672014
13,-0.1224714260700657,0.25268989981796314
14,-0.5188795380312183,0.643117648624844
15,-0.14954679631762907,0.4915324211362338
16,-0.5252847776624965,0.9279071226617099
17,-0.27673667616349773,0.702478194638565
18,-0.18362150263292695,0.4533985405340637
19,-0.1775230261036757,0.3728206459884428
20,-0.11349366816431036,0.3183798784968102
21,-0.3418698319156159,0.4986564910417788
22,0.06491313678966101,0.18216130999621516
23,-0.3399642844833848,0.5654906429088172
24,-0.2085097249356127,0.42563398484299564
25,-0.1487271822926454,0.5619702891306328
26,-0.07525498227114473,0.19449844775791483
27,-0.05680644318386492,0.334413657363696
28,-0.3842278151140151,0.5537027396226138
29,0.03288324594986743,0.2431383001025767
30,0.013437742125987539,0.1467676486148776
31,-0.13964000676734753,0.2893296611265978
32,-0.44631527783983604,0.7035598785073063
33,0.0034614134338870513,0.2737824934654284
34,-0.032622613992745075,0.17115029559691086
35,-0.16951145247431132,0.4335255376032871
36,-0.13418778346995514,0.32339246927814175
37,-0.1975536093448705,0.3223827726755469
38,-0.30615543242522686,0.42735733187094344
39,0.05801721336723593,0.24767199897699105
40,-0.4257897090920393,0.6739366528946242
41,-0.4933752944855571,0.8444593578070623
42,-0.4800788034280962,0.7882384075088132
43,-0.34422257632311837,0.5292994537339515
44,-0.0896183883465209,0.3821968701436324
45,-0.11833756499375274,0.3074227930973768
46,-0.11299115042242669,0.3583864353451429
47,-0.2642459300689587,0.3885477379943631
48,-0.36229409490125875,0.5495659135619464
49,0.13231773958101972,0.032038563933165586
50,0.03734992179066156,0.18929185457240974
51,-0.14001885311333376,0.2728635017422755
52,-0.24312589172925822,0.5787324534818578
53,-0.06156385709854968,0.25005990233888686
54,0.006412422643819022,0.345048551180102
55,0.07520510109618884,0.12974009880897738
56,-0.22772051762726908,0.6017627585508143
57,-0.3320773415990252,0.5898185269915927
58,-0.3974929571354249,0.5131190337016298
59,-0.19157066118722496,0.40463992925765196
60,-0.08849933028994285,0.3103838485313219
61,-0.12582663174269987,0.3352342093996056
62,-0.3357978370130287,0.5634847658184629
63,-0.21763984013416915,0.42842909559530645
64,-0.10136037465219484,0.4493927916956967
65,-0.21972190399644162,0.6715054176070699
66,-0.015208196121750665,0.40024417028339143
67,-0.251013085765245,0.45031996051532114
68,-0.010881708130385121,0.29621299851003874
69,-0.07670467473499505,0.32792009438447356
70,0.06265437490318475,0.23120223474729132
71,-0.14419384473785782,0.3256574785888985
72,-0.05185018284776315,0.1749513721159678
73,-0.3722858836115401,0.6223853755957954
74,-0.039517776984155324,0.42842167480870635
75,-0.2819764472256814,0.5035430272814003
76,-0.12653624523821327,0.3019255431274252
77,-0.0668863457864877,0.3220801060273753
78,-0.14268326938456236,0.35912251482983804
79,-0.0500608810339715,0.27603838387643265
80,-0.2743848779836027,0.50586923421141
81,-0.11119914728203482,0.36204442923675934
82,-0.2980680653784316,0.44999347208248003
83,-0.5162886734508377,0.8749341467247881
84,-0.19973691250998157,0.449893306676129
85,-0.2872400922696849,0.6674610808688868
86,-0.25860673580997146,0.36935573556419987
87,-0.428024130653882,0.7420151232960963
88,-0.16517882122153651,0.6223745346373696
89,-0.6876248621799157,1.0482788553503524
90,0.0023394214361256594,0.2694516796369665
91,0.016738415642658065,0.3581542502913147
92,-0.08155024643525492,0.19882056195039166
93,-0.01112135192718104,0.16426396275861993
94,-0.18603653607146017,0.6400924242850958
95,-0.26876130845685786,0.5954923277700138
96,-0.27526341756740336,0.6762127932418028
97,-0.1477278067945956,0.4673387288346068
98,-0.4238855404407998,0.7609783801626527
99,-0.12381123680821379,0.43560657155085203
100,-0.17381262043996706,0.4897347323466445
101,-0.5655415760824555,0.9221058008368371
102,-0.12734101429187736,0.5685601718291496
103,-0.2770500599673269,0.5618396424186647
104,-0.15804532500411064,0.2945649297303674
105,-0.08749017293575377,0.3371209174183559
106,-0.25752775064477207,0.5782073055003806
107,-0.38110741733581566,0.8262094809929783
108,-0.38938879794949005,0.6899430431987816
109,-0.22189638360257014,0.4116267159443848
110,-0.26570686285309536,0.4634258375082497
111,-0.3076735950823785,0.4682379876087304
112,-0.2232874687442469,0.5267313085486062
113,-0.34271264206996777,0.6688937522680577
114,-0.13117188984186923,0.33399400682240105
115,-0.24811690619299503,0.7340885701177591
116,-0.12049580778859027,0.31625850552537976
117,0.022466671299535862,0.16075249312617243
118,-0.5539584487106524,0.6956811873795888
119,-0.07554131957864856,0.32594778412682973
120,-0.15629036159913517,0.3623017826244731
121,-0.3340732080732328,0.6288990594339626
122,-0.1414464675555055,0.38972937695706555
123,-0.1940413286478784,0.40281296450821963
124,-0.25356260395741165,0.5441034825664469
125,-0.12248260984665937,0.24094677046880703
126,-0.27275276214674077,0.5651812156386405
127,-0.18327234924416466,0.35596257834908307
128,-0.427958962616492,0.7261355135615546
129,-0.060093923406214916,0.3199924548019453
130,-0.39853092739063933,0.6014632077697201
131,-0.1290107072108645,0.4160864823582932
132,-0.1690491080305464,0.28824323537245017
133,-0.13676254116404704,0.49794205229778793
134,-0.3303096178816206,0.43374330424502666
135,-0.0958327859287703,0.42370663875008047
136,-0.3764699044909971,0.705109682755019
137,-0.392312011738739,0.7685117559432953
138,-0.2528692705957586,0.5057355552006201
139,-0.37432579992775644,0.7050807262271036
140,-0.33698479125971853,0.5905314972623203
