,cln3,whi5,sbf,cln2,mbf,clb5,ori,clb2G,cdc5,mcm1,clb2M,sac,cdc20,spoc,cdc14,swi5,cdh1,sic1,nrm1,time,cell_size,critical_size,divide status,SPN_p,SPO_p
163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,137.74514209709164,0.5988939921257074,0.6260870852702292,,0.0,0.0
164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,138.50195823881356,0.602394226331341,0.6260870852702292,,0.0,0.0
165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,139.05778769307992,0.6049779304644218,0.6260870852702292,,0.0,0.0
166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,140.1756215602134,0.6102076441994069,0.6260870852702292,,0.0,0.0
167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,140.7666076127984,0.6129907782444235,0.6260870852702292,,0.0,0.0
168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,141.97001726058522,0.6186973049035831,0.6260870852702292,,0.0,0.0
169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,142.60323146421274,0.6217212839882282,0.6260870852702292,,0.0,0.0
170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,142.7726201490113,0.6225327196877615,0.6260870852702292,,0.0,0.0
171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,144.14603943198625,0.6291511420000674,0.6260870852702292,,0.0,0.0
172,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,144.60577448801587,0.6313822585352263,0.6260870852702292,,0.0,0.0
173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,145.76417147747688,0.6370391629204,0.6260870852702292,,0.0,0.0
174,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,146.82567338536236,0.642267381212429,0.6260870852702292,,0.0,0.0
175,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,148.06587906793501,0.6484301464501986,0.6260870852702292,,0.0,0.0
176,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,148.85185218401665,0.652366340047424,0.6260870852702292,,0.0,0.0
177,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,151.2199212317152,0.6643707865109413,0.6260870852702292,,0.0,0.0
178,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,151.8940202736947,0.6678282099072348,0.6260870852702292,,0.0,0.0
179,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,152.95488507750187,0.6733058126934032,0.6260870852702292,,0.0,0.0
180,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,153.98968363337931,0.6786921093608094,0.6260870852702292,,0.0,0.0
181,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,155.2223138671361,0.685164414297791,0.6260870852702292,,0.0,0.0
182,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,156.6954342460232,0.6929804979114076,0.6260870852702292,,0.0,0.0
183,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,157.7105467695358,0.6984183116997231,0.6260870852702292,,0.0,0.0
184,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,158.53239052515687,0.7028520543094967,0.6260870852702292,,0.0,0.0
185,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,159.23499067933352,0.7066648030410654,0.6260870852702292,,0.0,0.0
186,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,159.77107363381361,0.709587830139759,0.6260870852702292,,0.07184238394157395,0.0
187,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,161.322826303358,0.7181171922214884,0.6260870852702292,,0.144990407228485,0.0
188,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,162.21437206614016,0.723063956739387,0.6260870852702292,,0.21423468124049083,0.0
189,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,162.37261611997386,0.7239455321230102,0.6260870852702292,,0.28502265049794867,0.0
190,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,162.68667020176682,0.7256983075440826,0.6260870852702292,,0.35087945072635496,0.0
191,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,164.81877337963417,0.7377105718261245,0.6260870852702292,,0.4169950687360537,0.0
192,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,166.10480102584503,0.74505197530533,0.6260870852702292,,0.4888529157993676,0.0
193,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,167.47681789978097,0.7529648233619146,0.6260870852702292,,0.560263910058602,0.0
194,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,168.7843514524972,0.7605839699516721,0.6260870852702292,,0.6292558409871445,0.0
195,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,169.51778134096796,0.7648914511851419,0.6260870852702292,,0.6984209856202795,0.0
196,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,169.96257205902106,0.7675156103033892,0.6260870852702292,,0.7674547737162314,0.0
197,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,171.39123629570136,0.7760054419916474,0.6260870852702292,,0.8347256759433037,0.0
198,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,172.2630942594814,0.7812325301210773,0.6260870852702292,,0.9064838321749561,0.0
199,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,173.37974586377416,0.7879786981663157,0.6260870852702292,,0.9809403916377775,0.0
200,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,174.83673517342783,0.7968686617182456,0.6260870852702292,,1.0,0.0
201,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,175.7503963256979,0.8024945512531632,0.6260870852702292,,1.0,0.0
202,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,176.93380573037788,0.8098405024175838,0.6260870852702292,,0.0,0.07318768657794
203,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,178.19317318510696,0.8177318303401667,0.6260870852702292,,0.0,0.14361747916561673
204,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,178.80288974808497,0.8215799581369009,0.6260870852702292,,0.0,0.21225350114953762
205,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,179.22420490968307,0.8242495956315238,0.6260870852702292,,0.0,0.2840514076917114
206,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,179.464939326435,0.8257788869745113,0.6260870852702292,,0.0,0.35840438514320483
207,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,180.45603411680645,0.8321048680909641,0.6260870852702292,,0.0,0.42644161727333396
208,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,181.32191036268773,0.8376712524642559,0.6260870852702292,,0.0,0.4950016915012173
209,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,183.41831060017057,0.8513029048864663,0.6260870852702292,,0.0,0.5701096483164592
210,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,183.99696258699305,0.8551044502217635,0.6260870852702292,,0.0,0.6347816913091496
211,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,184.422637265636,0.8579118201624624,0.6260870852702292,,0.0,0.7063591372839596
212,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,185.50967885013642,0.8651228679380412,0.6260870852702292,,0.0,0.7718126394013591
213,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,186.5051403151546,0.8717795601737047,0.6260870852702292,,0.0,0.8413415073761299
214,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,186.97026609354995,0.8749074090045028,0.6260870852702292,,0.0,0.9075937746500653
215,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,187.8533254773199,0.8808766631690955,0.6260870852702292,,0.0,0.9749521587338399
216,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,188.37791912625863,0.8844420470084998,0.6260870852702292,,0.0,1.0
217,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,189.5794150722443,0.8926624461761694,0.6260870852702292,,0.0,1.0
218,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,190.9219979226565,0.9019385555973498,0.6260870852702292,,0.0,0.0
219,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,191.13006806329994,0.9033847456998535,0.6260870852702292,,0.0,0.0
220,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,191.94199189277506,0.9090502299593607,0.6260870852702292,,0.0,0.0
221,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,194.72672671742632,0.9287529843105241,0.6260870852702292,,0.0,0.0
222,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,196.65547788817278,0.44844498908989516,0.5363135127770456,divided !!!,0.0,0.0
223,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,197.1258746138667,0.450072226602409,0.5363135127770456,,0.0,0.0
224,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,198.2192694821984,0.4538774437592691,0.5363135127770456,,0.0,0.0
225,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,199.5667368074643,0.45861116333710245,0.5363135127770456,,0.0,0.0
226,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,201.18705101582586,0.46436883140839613,0.5363135127770456,,0.0,0.0
227,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,202.21185368952618,0.46804765250615754,0.5363135127770456,,0.0,0.0
228,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,202.59240455586706,0.4694211566081619,0.5363135127770456,,0.0,0.0
229,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,204.06782375251058,0.47478453083023603,0.5363135127770456,,0.0,0.0
230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,204.75631537663878,0.4773082303016044,0.5363135127770456,,0.0,0.0
231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,205.2750811471927,0.47921864936596154,0.5363135127770456,,0.0,0.0
232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,206.07377986374192,0.48217491570334586,0.5363135127770456,,0.0,0.0
233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,207.9098435678824,0.48904017051429455,0.5363135127770456,,0.0,0.0
234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,208.61902495086574,0.4917179752200615,0.5363135127770456,,0.0,0.0
235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,209.40909950502382,0.49471849563241294,0.5363135127770456,,0.0,0.0
236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,210.43830666014586,0.498654664071998,0.5363135127770456,,0.0,0.0
237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,210.55697898642214,0.499110531440069,0.5363135127770456,,0.0,0.0
238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,211.24111812845737,0.5017467189831115,0.5363135127770456,,0.0,0.0
239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,212.050119105742,0.5048820087990382,0.5363135127770456,,0.0,0.0
240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,212.67592616210567,0.5073207620805269,0.5363135127770456,,0.0,0.0
241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,213.58454611437946,0.5108826131749632,0.5363135127770456,,0.0,0.0
242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,214.94771734295102,0.5162732927882925,0.5363135127770456,,0.0,0.0
243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,215.6715618364791,0.5191588289012259,0.5363135127770456,,0.0,0.0
244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,216.34921964771237,0.5218748614951491,0.5363135127770456,,0.0,0.0
245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,216.85052178150076,0.5238932051776652,0.5363135127770456,,0.0,0.0
246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,217.5231827841106,0.526613744067904,0.5363135127770456,,0.0,0.0
247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,218.141051299684,0.5291251243897154,0.5363135127770456,,0.0,0.0
248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,219.53800226212704,0.5348473913211742,0.5363135127770456,,0.0,0.0
249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,220.15587449331417,0.5373980526466617,0.5363135127770456,,0.0,0.0
250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,220.72890865046855,0.539774486925653,0.5363135127770456,,0.0,0.0
251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,221.73889634847035,0.5439886272257556,0.5363135127770456,,0.0,0.0
252,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,222.3961656085629,0.546748717625754,0.5363135127770456,,0.0,0.0
253,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,223.52234243792122,0.5515104990041213,0.5363135127770456,,0.0,0.0
254,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,223.82983237466644,0.5528178423228972,0.5363135127770456,,0.0,0.0
255,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,224.61828821268483,0.5561842688602268,0.5363135127770456,,0.0,0.0
256,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,225.3655802312997,0.5593938611402303,0.5363135127770456,,0.0,0.0
257,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,225.68242492090695,0.5607602827968523,0.5363135127770456,,0.0,0.0
258,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,226.80356035872205,0.5656221375076012,0.5363135127770456,,0.0,0.0
259,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,227.29048973159098,0.567746836997917,0.5363135127770456,,0.0,0.0
260,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,227.8136910353351,0.5700387037796807,0.5363135127770456,,0.0,0.0
261,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,228.6313612899203,0.5736390242337734,0.5363135127770456,,0.0,0.0
262,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,229.2705008223516,0.576469074799555,0.5363135127770456,,0.0,0.0
263,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,230.44967531872265,0.5817270426729471,0.5363135127770456,,0.0,0.0
264,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,231.56797085843758,0.5867578506490078,0.5363135127770456,,0.0,0.0
265,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,232.35795953266552,0.5903379250854567,0.5363135127770456,,0.0,0.0
266,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,233.29262074716047,0.5946018480840798,0.5363135127770456,,0.0695649838224042,0.0
267,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,234.6667230435335,0.6009264852598829,0.5363135127770456,,0.13973424174925486,0.0
268,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,236.80778844026548,0.6109155966309587,0.5363135127770456,,0.20828282741049495,0.0
269,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,238.7446171676889,0.6200948133530908,0.5363135127770456,,0.27765160866971395,0.0
270,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,239.56278668213125,0.6240136832233738,0.5363135127770456,,0.3460999786780956,0.0
271,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,241.48158756397874,0.6333017856801714,0.5363135127770456,,0.41379230360935454,0.0
272,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,242.8938215869203,0.6402260167218777,0.5363135127770456,,0.48345938659097,0.0
273,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,243.63314181124775,0.6438810672498599,0.5363135127770456,,0.5527752393109457,0.0
274,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,244.38528140223417,0.6476209073994825,0.5363135127770456,,0.6219647007955437,0.0
275,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,245.57310339821439,0.6535713674174884,0.5363135127770456,,0.6877026113703516,0.0
276,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,246.52917816780987,0.6584005671779097,0.5363135127770456,,0.7592286072223862,0.0
277,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,246.6486083430603,0.6590063189560752,0.5363135127770456,,0.8290234637236102,0.0
278,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,247.44866593695318,0.6630786208461295,0.5363135127770456,,0.9006412149493574,0.0
279,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,248.1547428880871,0.6666934593940274,0.5363135127770456,,0.969950172825204,0.0
280,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,248.70354542573813,0.6695167200113088,0.5363135127770456,,1.0,0.0
281,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,249.1658887609685,0.6719044765167717,0.5363135127770456,,1.0,0.0
282,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,249.5643110954559,0.6739689451152883,0.5363135127770456,,0.0,0.07019518310077441
283,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,251.76094956896318,0.6854654870391566,0.5363135127770456,,0.0,0.1391782922572795
284,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,252.35320366678815,0.6885985926745194,0.5363135127770456,,0.0,0.20481507283680797
285,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,253.50247268964435,0.694719299680575,0.5363135127770456,,0.0,0.27749767263210734
286,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,254.4676401016384,0.699901539786107,0.5363135127770456,,0.0,0.346518128677037
287,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,256.0032140423707,0.70822623743177,0.5363135127770456,,0.0,0.41574783681368854
288,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,257.8391099497565,0.7183091055528636,0.5363135127770456,,0.0,0.482301316253435
289,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,259.4434396686889,0.7272376564852511,0.5363135127770456,,0.0,0.5498695390853158
290,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,259.72442399756324,0.7288127962039415,0.5363135127770456,,0.0,0.6186335547106028
291,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,261.8948247936924,0.7410951242252439,0.5363135127770456,,0.0,0.688618759363956
292,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,262.56904285116957,0.7449525081315626,0.5363135127770456,,0.0,0.7613904261481379
293,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,263.7109211288808,0.7515313550516304,0.5363135127770456,,0.0,0.8303843077836692
294,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,267.21085813179525,0.772060138447384,0.5363135127770456,,0.0,0.9000533063028551
295,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,268.6954256704859,0.7809363251215348,0.5363135127770456,,0.0,0.9699687371670552
296,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,269.00477551158497,0.7827987278230203,0.5363135127770456,,0.0,1.0
297,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,269.4997413016417,0.7857878514824738,0.5363135127770456,,0.0,1.0
298,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,270.8170638847367,0.793798960505841,0.5363135127770456,,0.0,0.0
299,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,273.9264077071053,0.8130333895518045,0.5363135127770456,,0.0,0.0
300,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,274.2734754568629,0.8152090634672278,0.5363135127770456,,0.0,0.0
301,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,274.69411748227594,0.8178537603424166,0.5363135127770456,,0.0,0.0
302,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,275.3361672905982,0.8219070633586806,0.5363135127770456,,0.0,0.0
303,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,276.4679015271975,0.8291007507971773,0.5363135127770456,,0.0,0.0
304,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,277.3112096256927,0.45114769682626626,0.6279930089352007,divided !!!,0.0,0.0
305,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,278.59204318227916,0.4556191174329959,0.6279930089352007,,0.0,0.0
306,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,279.54614931568136,0.45897870237196464,0.6279930089352007,,0.0,0.0
307,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,279.7084906581782,0.45955279749894584,0.6279930089352007,,0.0,0.0
308,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,281.533564122232,0.4660565146910739,0.6279930089352007,,0.0,0.0
309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,282.10285771082147,0.46810398600994446,0.6279930089352007,,0.0,0.0
310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,282.2758149447119,0.4687278084855595,0.6279930089352007,,0.0,0.0
311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,283.54312254232036,0.47332417008670996,0.6279930089352007,,0.0,0.0
312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,284.4066628542684,0.47648191243942833,0.6279930089352007,,0.0,0.0
313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,285.14731313914484,0.47920705558303345,0.6279930089352007,,0.0,0.0
314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,285.7005541205667,0.4812528106615207,0.6279930089352007,,0.0,0.0
315,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,286.34058095756876,0.4836303777197553,0.6279930089352007,,0.0,0.0
316,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,286.51592663552844,0.484283797954754,0.6279930089352007,,0.0,0.0
317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,288.30138179916094,0.49098771103813904,0.6279930089352007,,0.0,0.0
318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,290.3496113298454,0.4987926440641546,0.6279930089352007,,0.0,0.0
319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,290.561899104057,0.4996086451741905,0.6279930089352007,,0.0,0.0
320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,291.2808129235736,0.5023819659470656,0.6279930089352007,,0.0,0.0
321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,293.3528970316617,0.510461779648138,0.6279930089352007,,0.0,0.0
322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,296.3498263288466,0.5223783438146937,0.6279930089352007,,0.0,0.0
323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,297.76494583266964,0.5281015221928126,0.6279930089352007,,0.0,0.0
324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,298.0914416207069,0.5294308489725283,0.6279930089352007,,0.0,0.0
325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,299.0359135154917,0.5332951340089744,0.6279930089352007,,0.0,0.0
326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,299.7963052666839,0.5364267446792977,0.6279930089352007,,0.0,0.0
327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,299.94830601464963,0.5370549491861067,0.6279930089352007,,0.0,0.0
328,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,300.4989775509412,0.53933698861489,0.6279930089352007,,0.0,0.0
329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,301.1235938285262,0.541937202224109,0.6279930089352007,,0.0,0.0
330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,302.09028712581926,0.5459861832714155,0.6279930089352007,,0.0,0.0
331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,302.63973094938245,0.5483009897330807,0.6279930089352007,,0.0,0.0
332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,302.93795877511013,0.549561529814941,0.6279930089352007,,0.0,0.0
333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,303.6420756519609,0.5525491792856679,0.6279930089352007,,0.0,0.0
334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,304.4726820849618,0.556094426267045,0.6279930089352007,,0.0,0.0
335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,304.7506458444211,0.5572859214527617,0.6279930089352007,,0.0,0.0
336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,306.2908796393964,0.5639345690331617,0.6279930089352007,,0.0,0.0
337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,307.12161568575675,0.5675534329904668,0.6279930089352007,,0.0,0.0
338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,307.7285413760557,0.5702120035828854,0.6279930089352007,,0.0,0.0
339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,308.1425659353486,0.5720327339309443,0.6279930089352007,,0.0,0.0
340,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,309.18638174880516,0.5766489055112975,0.6279930089352007,,0.0,0.0
341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,309.9909842111006,0.5802325883879734,0.6279930089352007,,0.0,0.0
342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,311.1527697101551,0.5854464894565883,0.6279930089352007,,0.0,0.0
343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,312.05267513539786,0.5895172948616478,0.6279930089352007,,0.0,0.0
