,cdh1_K_Theta,cdc5_K_Theta,Mean_Time
707,28.049999999999997,24.0,64.19356625095124
708,28.049999999999997,26.4,66.51485549607979
709,28.049999999999997,28.0,68.13057579930945
710,28.049999999999997,22.950000000000003,62.883142963078335
711,28.049999999999997,24.65,64.72528627840245
712,28.049999999999997,25.5,65.75925775202985
713,28.049999999999997,28.049999999999997,68.31412631323933
714,28.049999999999997,29.75,69.86143718223126
715,28.049999999999997,24.3,64.5570832316448
716,28.049999999999997,26.099999999999998,66.2821371851444
717,28.049999999999997,27.0,67.09940069846529
718,28.049999999999997,29.7,69.83903125664696
719,28.049999999999997,31.5,71.55094118580088
720,29.75,17.55,59.336521751307785
721,29.75,18.849999999999998,60.681731594969186
722,29.75,19.5,61.29876460599447
723,29.75,21.45,63.22945821028715
724,29.75,22.75,64.43818553687213
725,29.75,18.900000000000002,60.66202876167857
726,29.75,20.3,62.13177994450479
727,29.75,21.0,62.83469390215594
728,29.75,23.099999999999998,64.858122410858
729,29.75,24.5,66.28824751654938
730,29.75,20.25,62.15719318084904
731,29.75,21.75,63.6046128033554
732,29.75,22.5,64.31441094729885
733,29.75,24.75,66.59635349694958
734,29.75,26.25,68.10054933174627
735,29.75,21.6,63.4674874719791
736,29.75,23.2,65.03445133338617
737,29.75,24.0,65.89045216403609
738,29.75,26.4,68.22395896524684
739,29.75,28.0,69.97248259513194
740,29.75,22.950000000000003,64.83012465455191
741,29.75,24.65,66.49856256825493
742,29.75,25.5,67.39591355628022
743,29.75,28.049999999999997,69.95124498477759
744,29.75,29.75,71.49900057615042
745,29.75,24.3,66.15352063532364
746,29.75,26.099999999999998,67.902998778065
747,29.75,27.0,68.8494461119585
748,29.75,29.7,71.57472317265345
749,29.75,31.5,73.38006823637839
750,24.3,17.55,54.05769272558179
751,24.3,18.849999999999998,55.31750657440555
752,24.3,19.5,55.98438276928584
753,24.3,21.45,57.83454722548511
754,24.3,22.75,59.10817224086103
755,24.3,18.900000000000002,55.23491807452677
756,24.3,20.3,56.721371996395284
757,24.3,21.0,57.30614096212389
758,24.3,23.099999999999998,59.53889323227284
759,24.3,24.5,60.93282352072579
760,24.3,20.25,56.67932143862951
761,24.3,21.75,58.18391536446646
762,24.3,22.5,58.7962815188657
763,24.3,24.75,61.12454978657194
764,24.3,26.25,62.64765694163332
765,24.3,21.6,57.92972014316452
766,24.3,23.2,59.60361684631725
767,24.3,24.0,60.49937033906403
768,24.3,26.4,62.827992506847835
769,24.3,28.0,64.33614681090678
770,24.3,22.950000000000003,59.28903850213897
771,24.3,24.65,60.94852852963114
772,24.3,25.5,61.837713383379736
773,24.3,28.049999999999997,64.48834232780675
774,24.3,29.75,66.08748973259513
775,24.3,24.3,60.75255476229699
776,24.3,26.099999999999998,62.428732968755085
777,24.3,27.0,63.30273930473793
778,24.3,29.7,66.15506170901867
779,24.3,31.5,67.8772803135621
780,26.099999999999998,17.55,55.69610422683802
781,26.099999999999998,18.849999999999998,56.98719262353574
782,26.099999999999998,19.5,57.53567089003327
783,26.099999999999998,21.45,59.551116786516246
784,26.099999999999998,22.75,60.766060770395406
785,26.099999999999998,18.900000000000002,57.10576179476856
786,26.099999999999998,20.3,58.57807621935414
787,26.099999999999998,21.0,59.156573882738165
788,26.099999999999998,23.099999999999998,61.3171750240101
789,26.099999999999998,24.5,62.59859156892999
790,26.099999999999998,20.25,58.513299078465586
791,26.099999999999998,21.75,60.016014496152195
792,26.099999999999998,22.5,60.7588011125459
793,26.099999999999998,24.75,62.99101312642841
794,26.099999999999998,26.25,64.40430668886509
795,26.099999999999998,21.6,59.82864428279824
796,26.099999999999998,23.2,61.39490081703681
797,26.099999999999998,24.0,62.32868739714616
798,26.099999999999998,26.4,64.51430848693943
799,26.099999999999998,28.0,66.06282978555849
800,26.099999999999998,22.950000000000003,61.05077542266491
801,26.099999999999998,24.65,62.75694456422925
802,26.099999999999998,25.5,63.70563709248157
803,26.099999999999998,28.049999999999997,66.12779485216454
804,26.099999999999998,29.75,67.87639557631654
805,26.099999999999998,24.3,62.486373307509496
806,26.099999999999998,26.099999999999998,64.30208634147027
807,26.099999999999998,27.0,65.23840504301674
808,26.099999999999998,29.7,67.95554787372264
809,26.099999999999998,31.5,69.71733654504717
810,27.0,17.55,56.656715319136545
811,27.0,18.849999999999998,57.84966755285326
812,27.0,19.5,58.63281739531036
813,27.0,21.45,60.49271202751488
814,27.0,22.75,61.83208448754116
815,27.0,18.900000000000002,57.9143589772759
816,27.0,20.3,59.49371303859346
817,27.0,21.0,60.05663830425598
818,27.0,23.099999999999998,62.179370793338265
819,27.0,24.5,63.65863744070803
820,27.0,20.25,59.326465712867055
821,27.0,21.75,60.88143437961568
822,27.0,22.5,61.48830921541819
823,27.0,24.75,63.799679458605496
824,27.0,26.25,65.34365950187234
825,27.0,21.6,60.737198416705546
826,27.0,23.2,62.41406280130593
827,27.0,24.0,62.98983336258011
828,27.0,26.4,65.33108045663356
829,27.0,28.0,67.0998855962975
830,27.0,22.950000000000003,62.107304122617144
831,27.0,24.65,63.70788536728196
832,27.0,25.5,64.54079214520866
833,27.0,28.049999999999997,67.16658630977388
834,27.0,29.75,68.92715703683481
835,27.0,24.3,63.347481441766135
836,27.0,26.099999999999998,65.13153261667404
837,27.0,27.0,66.13093498082617
838,27.0,29.7,68.71337878280968
839,27.0,31.5,70.57126712576586
840,29.7,17.55,59.411242873698995
841,29.7,18.849999999999998,60.632517370011676
842,29.7,19.5,61.36422434359962
843,29.7,21.45,63.31362147637095
844,29.7,22.75,64.48993093875158
845,29.7,18.900000000000002,60.72070795844069
846,29.7,20.3,62.067903306296884
847,29.7,21.0,62.86882658713411
848,29.7,23.099999999999998,64.8099400191745
849,29.7,24.5,66.3939300874353
850,29.7,20.25,62.00649246975644
851,29.7,21.75,63.552310626269865
852,29.7,22.5,64.19896851017263
853,29.7,24.75,66.4515256764938
854,29.7,26.25,68.05436682203829
855,29.7,21.6,63.33438618922918
856,29.7,23.2,64.9615390172306
857,29.7,24.0,65.71680870403833
858,29.7,26.4,68.1875570152194
859,29.7,28.0,69.77172843836703
860,29.7,22.950000000000003,64.68660289606348
861,29.7,24.65,66.48071997599861
862,29.7,25.5,67.38593906970945
863,29.7,28.049999999999997,69.76659610899374
864,29.7,29.75,71.43357752170729
865,29.7,24.3,66.21964242143487
866,29.7,26.099999999999998,67.80463235543509
867,29.7,27.0,68.8561765659902
868,29.7,29.7,71.34725810816973
869,29.7,31.5,73.35482622576819
870,31.5,17.55,61.05428909522032
871,31.5,18.849999999999998,62.53984995604919
872,31.5,19.5,62.925959463399316
873,31.5,21.45,65.17339517866641
874,31.5,22.75,66.30916824416836
875,31.5,18.900000000000002,62.41071092383937
876,31.5,20.3,63.93793243953136
877,31.5,21.0,64.66039961543713
878,31.5,23.099999999999998,66.72169000841834
879,31.5,24.5,68.19543414174976
880,31.5,20.25,63.722916722335974
881,31.5,21.75,65.3573446412105
882,31.5,22.5,66.09159468229177
883,31.5,24.75,68.24390442213571
884,31.5,26.25,69.79181744112994
885,31.5,21.6,65.04537134494504
886,31.5,23.2,66.84570452883604
887,31.5,24.0,67.53968586415273
888,31.5,26.4,69.98322029209612
889,31.5,28.0,71.6732469115004
890,31.5,22.950000000000003,66.59397668910184
891,31.5,24.65,68.17036344692862
892,31.5,25.5,69.08147040867541
893,31.5,28.049999999999997,71.57542219726292
894,31.5,29.75,73.46202152584534
895,31.5,24.3,67.93560372812206
896,31.5,26.099999999999998,69.66073892110884
897,31.5,27.0,70.57753173887893
898,31.5,29.7,73.3060003693058
899,31.5,31.5,75.24152843007356
