,cdh1_K_Theta,cdc5_K_Theta,Mean_Time
352,21.75,25.5,59.33173721503033
353,21.75,28.049999999999997,61.960488986223666
354,21.75,29.75,63.570462994745725
355,21.75,24.3,58.255040422055394
356,21.75,26.099999999999998,59.96090544722396
357,21.75,27.0,60.81051804653524
358,21.75,29.7,63.44132793613015
359,21.75,31.5,65.35449527553575
360,22.5,17.55,52.01856954923881
361,22.5,18.849999999999998,53.37857122113258
362,22.5,19.5,54.017981933358904
363,22.5,21.45,55.985350979578826
364,22.5,22.75,57.17659722787513
365,22.5,18.900000000000002,53.46581352331075
366,22.5,20.3,54.92252162100086
367,22.5,21.0,55.53589919057067
368,22.5,23.099999999999998,57.6829633267309
369,22.5,24.5,59.23026627769419
370,22.5,20.25,54.72743340019063
371,22.5,21.75,56.26355773650408
372,22.5,22.5,57.01991822232199
373,22.5,24.75,59.374299199494615
374,22.5,26.25,60.8114725201623
375,22.5,21.6,56.243002045686154
376,22.5,23.2,57.83553155528877
377,22.5,24.0,58.57153314841122
378,22.5,26.4,60.9618953671048
379,22.5,28.0,62.47389315753611
380,22.5,22.950000000000003,57.42674302433424
381,22.5,24.65,59.270350333688874
382,22.5,25.5,59.985266918509986
383,22.5,28.049999999999997,62.53028514539596
384,22.5,29.75,64.35877305027498
385,22.5,24.3,58.923748720405044
386,22.5,26.099999999999998,60.74754254240423
387,22.5,27.0,61.53202822927561
388,22.5,29.7,64.32386648214647
389,22.5,31.5,66.24862443757821
390,24.75,17.55,54.35776532420675
391,24.75,18.849999999999998,55.6931642724578
392,24.75,19.5,56.40186824343663
393,24.75,21.45,58.327702249894436
394,24.75,22.75,59.464769782023815
395,24.75,18.900000000000002,55.833569635067505
396,24.75,20.3,57.12001291122892
397,24.75,21.0,57.635980423537525
398,24.75,23.099999999999998,59.94608396204276
399,24.75,24.5,61.26827555406865
400,24.75,20.25,56.93754379806695
401,24.75,21.75,58.64110880438981
402,24.75,22.5,59.417586412547614
403,24.75,24.75,61.60993177639739
404,24.75,26.25,63.008185158042636
405,24.75,21.6,58.41642939531391
406,24.75,23.2,59.940414367130295
407,24.75,24.0,60.83959627158528
408,24.75,26.4,63.29658417327915
409,24.75,28.0,64.86483843526297
410,24.75,22.950000000000003,59.77300211149303
411,24.75,24.65,61.480181704988404
412,24.75,25.5,62.42213809981575
413,24.75,28.049999999999997,64.98805241875601
414,24.75,29.75,66.46842694445894
415,24.75,24.3,61.159982887045324
416,24.75,26.099999999999998,62.85135599561118
417,24.75,27.0,63.8354407129306
418,24.75,29.7,66.50134354423106
419,24.75,31.5,68.27442362237512
420,26.25,17.55,55.850369726478434
421,26.25,18.849999999999998,57.14962972755348
422,26.25,19.5,57.82272187014874
423,26.25,21.45,59.696131209062266
424,26.25,22.75,60.96901476938279
425,26.25,18.900000000000002,57.31820996367919
426,26.25,20.3,58.67045475925287
427,26.25,21.0,59.32931923495008
428,26.25,23.099999999999998,61.45034240841735
429,26.25,24.5,62.963033817827814
430,26.25,20.25,58.66229474882051
431,26.25,21.75,60.02143776717903
432,26.25,22.5,60.761391345546514
433,26.25,24.75,63.05969883662818
434,26.25,26.25,64.72194777814317
435,26.25,21.6,60.01679628388883
436,26.25,23.2,61.522791663861796
437,26.25,24.0,62.360420575228545
438,26.25,26.4,64.85341361986963
439,26.25,28.0,66.29525477086842
440,26.25,22.950000000000003,61.300214431312426
441,26.25,24.65,62.99423219168272
442,26.25,25.5,63.73471890492624
443,26.25,28.049999999999997,66.4078841855695
444,26.25,29.75,68.04840050516268
445,26.25,24.3,62.64929736273387
446,26.25,26.099999999999998,64.35947920104117
447,26.25,27.0,65.33268990507217
448,26.25,29.7,68.03176825317489
449,26.25,31.5,70.01266889505557
450,21.6,17.55,51.171123587928996
451,21.6,18.849999999999998,52.58453048571882
452,21.6,19.5,53.12897056644261
453,21.6,21.45,55.023598377985074
454,21.6,22.75,56.39924177186564
455,21.6,18.900000000000002,52.56942321558171
456,21.6,20.3,53.9662881354608
457,21.6,21.0,54.51462373750282
458,21.6,23.099999999999998,56.79490048466562
459,21.6,24.5,58.304625999296945
460,21.6,20.25,54.00555820587703
461,21.6,21.75,55.421679939534435
462,21.6,22.5,56.06536450111081
463,21.6,24.75,58.52102007210204
464,21.6,26.25,59.87632204184597
465,21.6,21.6,55.217560630635326
466,21.6,23.2,57.04742804952121
467,21.6,24.0,57.69275846843409
468,21.6,26.4,60.057761355817455
469,21.6,28.0,61.74484637652729
470,21.6,22.950000000000003,56.69364272252719
471,21.6,24.65,58.49852641832874
472,21.6,25.5,59.22370668951601
473,21.6,28.049999999999997,61.79641372129896
474,21.6,29.75,63.476970536126615
475,21.6,24.3,57.96951082764256
476,21.6,26.099999999999998,59.85778248121581
477,21.6,27.0,60.659958242311255
478,21.6,29.7,63.375711416920396
479,21.6,31.5,65.29684344158669
480,23.2,17.55,52.77726012383713
481,23.2,18.849999999999998,54.16784544414752
482,23.2,19.5,54.757032924704895
483,23.2,21.45,56.71755027293162
484,23.2,22.75,57.946506989914916
485,23.2,18.900000000000002,54.19567318124897
486,23.2,20.3,55.558125516331614
487,23.2,21.0,56.25587634329366
488,23.2,23.099999999999998,58.318574014919854
489,23.2,24.5,59.71275506625147
490,23.2,20.25,55.56983921501295
491,23.2,21.75,57.108721354627
492,23.2,22.5,57.77988717406075
493,23.2,24.75,59.894248012690134
494,23.2,26.25,61.47646874827305
495,23.2,21.6,56.79161954239435
496,23.2,23.2,58.40604578246534
497,23.2,24.0,59.269711919219546
498,23.2,26.4,61.655558906587565
499,23.2,28.0,63.36914889434072
500,23.2,22.950000000000003,58.34117079581062
501,23.2,24.65,60.042799499203355
502,23.2,25.5,60.81173346456677
503,23.2,28.049999999999997,63.372118657427826
504,23.2,29.75,64.96059268353635
505,23.2,24.3,59.55375290998825
506,23.2,26.099999999999998,61.28462203198805
507,23.2,27.0,62.35189150881418
508,23.2,29.7,64.96182548762388
509,23.2,31.5,66.77751765885023
510,24.0,17.55,53.604716331209914
511,24.0,18.849999999999998,54.77392174523521
512,24.0,19.5,55.55019104392148
513,24.0,21.45,57.437524131633936
514,24.0,22.75,58.704826436366375
515,24.0,18.900000000000002,54.94490862755343
516,24.0,20.3,56.41721314393765
517,24.0,21.0,56.91079889993683
518,24.0,23.099999999999998,59.35574917306639
519,24.0,24.5,60.56643609610615
520,24.0,20.25,56.42129782266797
521,24.0,21.75,57.72083447518525
522,24.0,22.5,58.60020523430981
523,24.0,24.75,60.76046898852382
524,24.0,26.25,62.280673382629715
525,24.0,21.6,57.67930694504333
526,24.0,23.2,59.31958056632466
527,24.0,24.0,60.14552505750016
528,24.0,26.4,62.57440633288684
529,24.0,28.0,64.0308318412732
530,24.0,22.950000000000003,58.97055231219286
531,24.0,24.65,60.6541451174888
532,24.0,25.5,61.63105452328799
533,24.0,28.049999999999997,63.97002123911269
534,24.0,29.75,65.8823909668715
535,24.0,24.3,60.47498755539502
536,24.0,26.099999999999998,62.30366829169155
537,24.0,27.0,63.003708898655965
538,24.0,29.7,65.79506150345729
539,24.0,31.5,67.48530592574495
540,26.4,17.55,56.11385123027796
541,26.4,18.849999999999998,57.247587576038434
542,26.4,19.5,57.99327791475652
543,26.4,21.45,59.86352109097166
544,26.4,22.75,61.27501214834642
545,26.4,18.900000000000002,57.40225596148258
546,26.4,20.3,58.799150791722155
547,26.4,21.0,59.53667473009747
548,26.4,23.099999999999998,61.56583067105915
549,26.4,24.5,62.96967146474223
550,26.4,20.25,58.781252351557676
551,26.4,21.75,60.150962912208556
552,26.4,22.5,60.9098530703032
553,26.4,24.75,63.132913339837124
554,26.4,26.25,64.71616224542217
555,26.4,21.6,60.105244299329634
556,26.4,23.2,61.65328223181902
557,26.4,24.0,62.435916909574466
558,26.4,26.4,64.81028324049649
559,26.4,28.0,66.43873423079887
560,26.4,22.950000000000003,61.339286306035945
561,26.4,24.65,63.02953679059401
562,26.4,25.5,63.868173907163296
563,26.4,28.049999999999997,66.53492070233065
564,26.4,29.75,68.19948558809034
565,26.4,24.3,62.73296548651879
566,26.4,26.099999999999998,64.63398556325153
567,26.4,27.0,65.57013598290634
568,26.4,29.7,68.19188062442974
569,26.4,31.5,70.12501406327712
570,28.0,17.55,57.65667293769324
571,28.0,18.849999999999998,58.92718768402565
572,28.0,19.5,59.49857947891399
573,28.0,21.45,61.64560548720249
574,28.0,22.75,62.85652157529843
575,28.0,18.900000000000002,58.96215510552049
576,28.0,20.3,60.27129803850166
577,28.0,21.0,61.215896763364185
578,28.0,23.099999999999998,63.23437841341646
579,28.0,24.5,64.67241934361884
580,28.0,20.25,60.26500312020248
581,28.0,21.75,61.75080842974271
582,28.0,22.5,62.72366673754687
583,28.0,24.75,64.76169714147116
584,28.0,26.25,66.26376912410393
585,28.0,21.6,61.68891270240729
586,28.0,23.2,63.22564395779983
587,28.0,24.0,64.01230229438286
588,28.0,26.4,66.36205837540894
589,28.0,28.0,68.14922289052336
590,28.0,22.950000000000003,63.041975178616156
591,28.0,24.65,64.70169608336553
592,28.0,25.5,65.56795477699619
593,28.0,28.049999999999997,68.07576657415981
594,28.0,29.75,69.77808952213367
595,28.0,24.3,64.3761094338582
596,28.0,26.099999999999998,66.06001344621563
597,28.0,27.0,67.0261961813066
598,28.0,29.7,69.8121788804131
599,28.0,31.5,71.67447899425213
600,22.950000000000003,17.55,52.656806082511125
601,22.950000000000003,18.849999999999998,53.79777508056531
602,22.950000000000003,19.5,54.60354755926164
603,22.950000000000003,21.45,56.47633730458738
604,22.950000000000003,22.75,57.63083387675675
605,22.950000000000003,18.900000000000002,53.966324388530275
606,22.950000000000003,20.3,55.21352568010594
607,22.950000000000003,21.0,56.08260537588756
608,22.950000000000003,23.099999999999998,58.23122289793171
609,22.950000000000003,24.5,59.59936435811484
610,22.950000000000003,20.25,55.220562416047144
611,22.950000000000003,21.75,56.77059383496555
612,22.950000000000003,22.5,57.54723674573424
613,22.950000000000003,24.75,59.828954290497265
614,22.950000000000003,26.25,61.330926495401705
615,22.950000000000003,21.6,56.561141417252216
616,22.950000000000003,23.2,58.28627049290096
617,22.950000000000003,24.0,59.09210194793479
618,22.950000000000003,26.4,61.66367499865671
619,22.950000000000003,28.0,63.06477832081432
620,22.950000000000003,22.950000000000003,58.10437008334735
621,22.950000000000003,24.65,59.50790111943863
622,22.950000000000003,25.5,60.52799209669602
623,22.950000000000003,28.049999999999997,63.04252624932785
624,22.950000000000003,29.75,64.81250035617383
625,22.950000000000003,24.3,59.41091005493754
626,22.950000000000003,26.099999999999998,61.19873401926036
627,22.950000000000003,27.0,61.99079069830814
628,22.950000000000003,29.7,64.67295767738402
629,22.950000000000003,31.5,66.5538447544763
630,24.65,17.55,54.18279452156731
631,24.65,18.849999999999998,55.73912579908044
632,24.65,19.5,56.31039048514019
633,24.65,21.45,58.2759283561951
634,24.65,22.75,59.48397236694776
635,24.65,18.900000000000002,55.7282526594757
636,24.65,20.3,57.027545919133395
637,24.65,21.0,57.73328273216436
638,24.65,23.099999999999998,59.86867105826741
639,24.65,24.5,61.27315053155721
640,24.65,20.25,56.98541709096647
641,24.65,21.75,58.52484739887445
642,24.65,22.5,59.25290882079795
643,24.65,24.75,61.562962887166485
644,24.65,26.25,63.06115250130388
645,24.65,21.6,58.380663885575004
646,24.65,23.2,59.896857578483996
647,24.65,24.0,60.72497040912327
648,24.65,26.4,63.20571561071785
649,24.65,28.0,64.71903464524584
650,24.65,22.950000000000003,59.646065876004506
651,24.65,24.65,61.35510685819875
652,24.65,25.5,62.25007371710675
653,24.65,28.049999999999997,64.75261143647688
654,24.65,29.75,66.61195335994643
655,24.65,24.3,61.118414874450636
656,24.65,26.099999999999998,62.8326989718731
657,24.65,27.0,63.82825666139817
658,24.65,29.7,66.41643533331147
659,24.65,31.5,68.24876233721895
660,25.5,17.55,55.12444849718719
661,25.5,18.849999999999998,56.338460316125186
662,25.5,19.5,57.13605979827685
663,25.5,21.45,58.950680801303655
664,25.5,22.75,60.19486794787525
665,25.5,18.900000000000002,56.53133420429014
666,25.5,20.3,57.9656428453821
667,25.5,21.0,58.61058854175908
668,25.5,23.099999999999998,60.70894096235001
669,25.5,24.5,62.134998131448505
670,25.5,20.25,57.8297347125002
671,25.5,21.75,59.37328568927288
672,25.5,22.5,60.0406401061385
673,25.5,24.75,62.40237734491515
674,25.5,26.25,63.77328975269096
675,25.5,21.6,59.128921572901795
676,25.5,23.2,60.80796546141141
677,25.5,24.0,61.66216383295726
678,25.5,26.4,63.89017387016433
679,25.5,28.0,65.61210987599429
680,25.5,22.950000000000003,60.633322054728566
681,25.5,24.65,62.24075654429699
682,25.5,25.5,63.089411063129546
683,25.5,28.049999999999997,65.74129817355747
684,25.5,29.75,67.24341612689318
685,25.5,24.3,61.86815051555134
686,25.5,26.099999999999998,63.646638356553154
687,25.5,27.0,64.54848096204886
688,25.5,29.7,67.42558990719331
689,25.5,31.5,68.94086887301202
690,28.049999999999997,17.55,57.639745577162856
691,28.049999999999997,18.849999999999998,58.920981875776434
692,28.049999999999997,19.5,59.58602242963475
693,28.049999999999997,21.45,61.667514933020136
694,28.049999999999997,22.75,62.94842261464862
695,28.049999999999997,18.900000000000002,59.02920836470226
696,28.049999999999997,20.3,60.4086755041594
697,28.049999999999997,21.0,61.0963889824645
698,28.049999999999997,23.099999999999998,63.32479656055997
699,28.049999999999997,24.5,64.71621764169953
700,28.049999999999997,20.25,60.40121929424936
701,28.049999999999997,21.75,61.82805457414124
702,28.049999999999997,22.5,62.58231108369578
703,28.049999999999997,24.75,65.02708411385052
704,28.049999999999997,26.25,66.33965452926381
705,28.049999999999997,21.6,61.856556621620115
706,28.049999999999997,23.2,63.39760395378475
