,clb5_K_Theta,cdh1_K_Theta,Mean_Time
326,20.25,26.099999999999998,56.19134525264228
327,20.25,27.0,57.17231458411845
328,20.25,29.7,59.40834748120013
329,20.25,31.5,61.238794189376584
330,21.75,17.55,50.241510846852556
331,21.75,18.849999999999998,51.30610289268748
332,21.75,19.5,51.93434336503522
333,21.75,21.45,53.546447273192385
334,21.75,22.75,54.51783055800355
335,21.75,18.900000000000002,51.34713307092773
336,21.75,20.3,52.27951286886393
337,21.75,21.0,53.18718153527403
338,21.75,23.099999999999998,55.0943635801683
339,21.75,24.5,56.09486164243361
340,21.75,20.25,52.40376822132766
341,21.75,21.75,53.75121205082669
342,21.75,22.5,54.497550098034644
343,21.75,24.75,56.305692239749064
344,21.75,26.25,57.923056115711475
345,21.75,21.6,53.660915109632576
346,21.75,23.2,55.26402552306776
347,21.75,24.0,55.7758478031871
348,21.75,26.4,57.806308474142064
349,21.75,28.0,59.50943564954819
350,21.75,22.950000000000003,54.877622488641066
351,21.75,24.65,56.35626238188472
352,21.75,25.5,57.085636560953134
353,21.75,28.049999999999997,59.43993152103543
354,21.75,29.75,60.99039390880682
355,21.75,24.3,56.35491676947116
356,21.75,26.099999999999998,57.81339469657095
357,21.75,27.0,58.77207536732412
358,21.75,29.7,61.4193916389485
359,21.75,31.5,62.66060733216623
360,22.5,17.55,50.82343830653659
361,22.5,18.849999999999998,51.998585176063386
362,22.5,19.5,52.40087159909159
363,22.5,21.45,54.26808223587342
364,22.5,22.75,55.306422058024914
365,22.5,18.900000000000002,51.83926931049358
366,22.5,20.3,53.19734136307864
367,22.5,21.0,53.88677810437851
368,22.5,23.099999999999998,55.743671697003094
369,22.5,24.5,57.25884911081099
370,22.5,20.25,52.98069550579882
371,22.5,21.75,54.98089369929566
372,22.5,22.5,55.15784862922955
373,22.5,24.75,57.248531235273155
374,22.5,26.25,58.6218327124706
375,22.5,21.6,54.32248510344837
376,22.5,23.2,55.93119176255118
377,22.5,24.0,56.81617288154635
378,22.5,26.4,58.711505366062106
379,22.5,28.0,60.435843775959945
380,22.5,22.950000000000003,55.49333896388066
381,22.5,24.65,57.474458174233355
382,22.5,25.5,58.04158846601324
383,22.5,28.049999999999997,59.899012951693216
384,22.5,29.75,61.853454528982205
385,22.5,24.3,56.480697867161595
386,22.5,26.099999999999998,58.30268195748775
387,22.5,27.0,59.43241722446174
388,22.5,29.7,61.550869373534795
389,22.5,31.5,63.72865637638682
390,24.75,17.55,53.12648598966772
391,24.75,18.849999999999998,54.26731198255525
392,24.75,19.5,54.974122550110394
393,24.75,21.45,56.459109082403124
394,24.75,22.75,57.93963456817885
395,24.75,18.900000000000002,54.55124699482762
396,24.75,20.3,55.26864149914231
397,24.75,21.0,56.17498125556622
398,24.75,23.099999999999998,58.09984541178713
399,24.75,24.5,59.34767999867891
400,24.75,20.25,55.622687862534946
401,24.75,21.75,56.5696030971821
402,24.75,22.5,57.32816338711936
403,24.75,24.75,59.46359653661317
404,24.75,26.25,60.6895444523168
405,24.75,21.6,56.46559792312572
406,24.75,23.2,58.16165424927581
407,24.75,24.0,58.64795635234178
408,24.75,26.4,60.87044302339206
409,24.75,28.0,62.51373042229107
410,24.75,22.950000000000003,57.786487091799735
411,24.75,24.65,59.375251450356295
412,24.75,25.5,60.08953220552683
413,24.75,28.049999999999997,62.558730589032535
414,24.75,29.75,64.05972499477589
415,24.75,24.3,58.987707163278245
416,24.75,26.099999999999998,60.71203986321479
417,24.75,27.0,61.44281588592349
418,24.75,29.7,63.83336285389274
419,24.75,31.5,65.1070608640623
420,26.25,17.55,54.519629061576495
421,26.25,18.849999999999998,55.466477990495406
422,26.25,19.5,56.09479620759263
423,26.25,21.45,58.00571211499662
424,26.25,22.75,59.25354589871269
425,26.25,18.900000000000002,55.57567046798301
426,26.25,20.3,57.179790021985625
427,26.25,21.0,57.68860593595081
428,26.25,23.099999999999998,59.66658778918659
429,26.25,24.5,60.67395136071481
430,26.25,20.25,57.07216718334751
431,26.25,21.75,58.91584767394355
432,26.25,22.5,59.228169253963095
433,26.25,24.75,61.26947479382679
434,26.25,26.25,62.30769243990343
435,26.25,21.6,58.23594024456078
436,26.25,23.2,59.77128512911026
437,26.25,24.0,60.40899244863953
438,26.25,26.4,62.57230610764166
439,26.25,28.0,64.03435939918025
440,26.25,22.950000000000003,59.21692960658204
441,26.25,24.65,60.89592367098385
442,26.25,25.5,62.08624817303685
443,26.25,28.049999999999997,64.14503197192167
444,26.25,29.75,65.57956673777635
445,26.25,24.3,60.44287964178874
446,26.25,26.099999999999998,62.095396609419744
447,26.25,27.0,63.37365943548705
448,26.25,29.7,65.64467078066374
449,26.25,31.5,66.88535755835711
450,21.6,17.55,49.80935597936364
451,21.6,18.849999999999998,51.21509460693809
452,21.6,19.5,51.84348326035058
453,21.6,21.45,53.40168771833248
454,21.6,22.75,54.4133044418347
455,21.6,18.900000000000002,51.036392975102714
456,21.6,20.3,52.04276212915228
457,21.6,21.0,53.05311197573964
458,21.6,23.099999999999998,55.133501844321735
459,21.6,24.5,55.94686603976129
460,21.6,20.25,52.28019246314133
461,21.6,21.75,53.740747543707265
462,21.6,22.5,54.369616438163234
463,21.6,24.75,56.58499169507526
464,21.6,26.25,57.754031487900754
465,21.6,21.6,53.7146918792018
466,21.6,23.2,54.837102022626375
467,21.6,24.0,55.73559261641431
468,21.6,26.4,58.021122108196764
469,21.6,28.0,59.40363456751778
470,21.6,22.950000000000003,54.71701866522689
471,21.6,24.65,56.0416740891712
472,21.6,25.5,57.316669609419385
473,21.6,28.049999999999997,59.523437623063295
474,21.6,29.75,60.97532921892049
475,21.6,24.3,55.92985296919949
476,21.6,26.099999999999998,57.646273439289374
477,21.6,27.0,58.88490715840435
478,21.6,29.7,60.693188846830694
479,21.6,31.5,62.50491636670111
480,23.2,17.55,51.500809031825256
481,23.2,18.849999999999998,52.658711072960386
482,23.2,19.5,53.46671977209914
483,23.2,21.45,55.097136765090234
484,23.2,22.75,56.26941087521954
485,23.2,18.900000000000002,52.83456735272057
486,23.2,20.3,53.98937420435092
487,23.2,21.0,54.636012275172796
488,23.2,23.099999999999998,56.39396874251859
489,23.2,24.5,57.73737410913044
490,23.2,20.25,53.950965001436906
491,23.2,21.75,55.24040671629561
492,23.2,22.5,56.29034013848535
493,23.2,24.75,57.98759870580519
494,23.2,26.25,59.386035228581676
495,23.2,21.6,55.0609231281875
496,23.2,23.2,56.37506399486335
497,23.2,24.0,57.37350942607915
498,23.2,26.4,59.39740787819938
499,23.2,28.0,60.872873687442876
500,23.2,22.950000000000003,56.62389201518803
501,23.2,24.65,57.89708792800724
502,23.2,25.5,58.45152832451539
503,23.2,28.049999999999997,60.91739099505374
504,23.2,29.75,62.45916721054053
505,23.2,24.3,57.80881537055767
506,23.2,26.099999999999998,59.353901894892594
507,23.2,27.0,60.03808835999156
508,23.2,29.7,62.47278399841717
509,23.2,31.5,64.17560578801387
510,24.0,17.55,52.2202705554804
511,24.0,18.849999999999998,53.62505648193866
512,24.0,19.5,53.72596060032161
513,24.0,21.45,56.06635078431915
514,24.0,22.75,56.722598421236384
515,24.0,18.900000000000002,53.404712506280305
516,24.0,20.3,55.06041752826775
517,24.0,21.0,55.44397695848894
518,24.0,23.099999999999998,57.322649458945776
519,24.0,24.5,58.65772770866569
520,24.0,20.25,54.90400241466741
521,24.0,21.75,56.39900935403353
522,24.0,22.5,56.8082580925367
523,24.0,24.75,58.814760489707005
524,24.0,26.25,59.987192852880284
525,24.0,21.6,55.703037958622964
526,24.0,23.2,57.55317053494525
527,24.0,24.0,58.434996801496695
528,24.0,26.4,60.38415118190111
529,24.0,28.0,61.4976831559164
530,24.0,22.950000000000003,57.463331828920175
531,24.0,24.65,58.71234219208679
532,24.0,25.5,59.292526644392275
533,24.0,28.049999999999997,61.52837137267606
534,24.0,29.75,63.379379251945416
535,24.0,24.3,58.57347595113709
536,24.0,26.099999999999998,59.91017449455604
537,24.0,27.0,60.736876734573116
538,24.0,29.7,63.28155102336638
539,24.0,31.5,64.55591340289836
540,26.4,17.55,54.587575192658576
541,26.4,18.849999999999998,55.87002849168639
542,26.4,19.5,56.52771195174434
543,26.4,21.45,58.454035294638935
544,26.4,22.75,59.42081415941504
545,26.4,18.900000000000002,55.86378758161187
546,26.4,20.3,57.1474437332552
547,26.4,21.0,57.604530161700986
548,26.4,23.099999999999998,59.52419216579779
549,26.4,24.5,60.86208824200697
550,26.4,20.25,57.097487839026876
551,26.4,21.75,58.23325203028375
552,26.4,22.5,59.30567563086186
553,26.4,24.75,61.176071989961244
554,26.4,26.25,62.74089451683934
555,26.4,21.6,58.43139591387536
556,26.4,23.2,59.783157150043934
557,26.4,24.0,60.59798031826546
558,26.4,26.4,62.4779471548091
559,26.4,28.0,64.10323879973949
560,26.4,22.950000000000003,59.488408514194624
561,26.4,24.65,61.23882756022768
562,26.4,25.5,61.958720773201435
563,26.4,28.049999999999997,64.0429514377613
564,26.4,29.75,65.65227812458384
565,26.4,24.3,60.62653263463546
566,26.4,26.099999999999998,62.43056262716951
567,26.4,27.0,63.04778941798168
568,26.4,29.7,65.36315928821871
569,26.4,31.5,67.18895185428164
570,28.0,17.55,56.18038414171838
571,28.0,18.849999999999998,57.65211343777904
572,28.0,19.5,58.00252257109666
573,28.0,21.45,60.03954867716368
574,28.0,22.75,60.948342704452976
575,28.0,18.900000000000002,57.510809116087025
576,28.0,20.3,58.642964169632045
577,28.0,21.0,59.58692335613659
578,28.0,23.099999999999998,61.162340059580856
579,28.0,24.5,62.549718502638314
580,28.0,20.25,58.50478970402983
581,28.0,21.75,60.25316967793643
582,28.0,22.5,60.65953150689805
583,28.0,24.75,62.85046465011465
584,28.0,26.25,64.29001081180013
585,28.0,21.6,60.21404447649356
586,28.0,23.2,61.46411683109298
587,28.0,24.0,61.94921199587465
588,28.0,26.4,64.19481521129143
589,28.0,28.0,65.84466855653129
590,28.0,22.950000000000003,60.97696022813674
591,28.0,24.65,62.505425754387886
592,28.0,25.5,63.32655037741871
593,28.0,28.049999999999997,65.97310569900995
594,28.0,29.75,67.2667271740378
595,28.0,24.3,62.78939586161403
596,28.0,26.099999999999998,64.14102261510905
597,28.0,27.0,64.89383142921831
598,28.0,29.7,67.58488298129784
599,28.0,31.5,68.47377260121564
600,22.950000000000003,17.55,51.24350232950644
601,22.950000000000003,18.849999999999998,52.73212793400847
602,22.950000000000003,19.5,52.81200854737872
603,22.950000000000003,21.45,54.610695065268175
604,22.950000000000003,22.75,55.707406167518215
605,22.950000000000003,18.900000000000002,52.278490772185435
606,22.950000000000003,20.3,53.687734859546055
607,22.950000000000003,21.0,54.08126563175757
608,22.950000000000003,23.099999999999998,56.33950960843081
609,22.950000000000003,24.5,57.77788538446381
610,22.950000000000003,20.25,53.631458320145335
611,22.950000000000003,21.75,54.9063246764911
612,22.950000000000003,22.5,55.9445820776539
613,22.950000000000003,24.75,57.66939357260073
614,22.950000000000003,26.25,59.14153507049536
615,22.950000000000003,21.6,55.04892008219092
616,22.950000000000003,23.2,56.31794823043834
617,22.950000000000003,24.0,57.0745607795618
618,22.950000000000003,26.4,59.21782456919413
619,22.950000000000003,28.0,60.69651764293883
620,22.950000000000003,22.950000000000003,56.23923283245494
621,22.950000000000003,24.65,58.02885065407907
622,22.950000000000003,25.5,58.57161491961808
623,22.950000000000003,28.049999999999997,60.70358328162333
624,22.950000000000003,29.75,62.14214221728623
625,22.950000000000003,24.3,57.168856766447114
626,22.950000000000003,26.099999999999998,58.87214511446667
627,22.950000000000003,27.0,59.93330734295565
628,22.950000000000003,29.7,62.28738769325038
629,22.950000000000003,31.5,64.13154799429665
630,24.65,17.55,52.826398843181096
631,24.65,18.849999999999998,53.843021500403964
632,24.65,19.5,54.781132600192514
633,24.65,21.45,56.46388153050751
634,24.65,22.75,57.66745743649996
635,24.65,18.900000000000002,54.1820483967693
636,24.65,20.3,55.26015180663444
637,24.65,21.0,55.75933996230831
638,24.65,23.099999999999998,57.72560961941759
639,24.65,24.5,58.880583717203
640,24.65,20.25,55.8475793243564
641,24.65,21.75,56.81199636693013
642,24.65,22.5,57.19957976053961
643,24.65,24.75,59.35628678196751
644,24.65,26.25,60.56197838059472
645,24.65,21.6,56.33196622764381
646,24.65,23.2,58.23388904260977
647,24.65,24.0,58.743926991539745
648,24.65,26.4,60.75692577878459
649,24.65,28.0,62.354262090091346
650,24.65,22.950000000000003,57.75706776442068
651,24.65,24.65,59.26890690907415
652,24.65,25.5,59.8757308632989
653,24.65,28.049999999999997,62.670610911194245
654,24.65,29.75,63.901102702588275
655,24.65,24.3,59.06791724107528
656,24.65,26.099999999999998,60.60967257313431
657,24.65,27.0,61.52787528611225
658,24.65,29.7,63.83789673397202
659,24.65,31.5,65.74675241867165
660,25.5,17.55,53.71887002703937
661,25.5,18.849999999999998,55.13810710765994
662,25.5,19.5,55.64987322733295
663,25.5,21.45,57.036025970811245
664,25.5,22.75,58.173765714116506
665,25.5,18.900000000000002,55.134238734901125
666,25.5,20.3,56.17550890806827
667,25.5,21.0,56.86839512603879
668,25.5,23.099999999999998,58.97406499300338
669,25.5,24.5,59.910586538692606
670,25.5,20.25,56.275982018805855
671,25.5,21.75,57.29200253410673
672,25.5,22.5,58.55009954142538
673,25.5,24.75,60.12741961579432
674,25.5,26.25,62.007960126055686
675,25.5,21.6,57.379544922570446
676,25.5,23.2,59.00450571015139
677,25.5,24.0,59.74083889895046
678,25.5,26.4,61.63004562809831
679,25.5,28.0,63.115570301718115
680,25.5,22.950000000000003,58.519133796159664
681,25.5,24.65,59.97385403022966
682,25.5,25.5,61.00697735663983
683,25.5,28.049999999999997,63.271116806521825
684,25.5,29.75,64.87688700121555
685,25.5,24.3,60.07034416254212
686,25.5,26.099999999999998,61.688783191236624
687,25.5,27.0,62.24253738432625
688,25.5,29.7,65.27199292493367
689,25.5,31.5,66.46433839455864
690,28.049999999999997,17.55,56.445074129484944
691,28.049999999999997,18.849999999999998,57.6316380542045
692,28.049999999999997,19.5,58.240451533879146
693,28.049999999999997,21.45,59.779951465734854
694,28.049999999999997,22.75,60.96041647534979
695,28.049999999999997,18.900000000000002,57.604196265912485
696,28.049999999999997,20.3,59.2358008410223
697,28.049999999999997,21.0,59.70722250694094
698,28.049999999999997,23.099999999999998,61.12518123578408
699,28.049999999999997,24.5,62.56030653814738
700,28.049999999999997,20.25,58.595448807728786
701,28.049999999999997,21.75,59.98309656615069
702,28.049999999999997,22.5,61.13761475240913
703,28.049999999999997,24.75,62.86016259388611
704,28.049999999999997,26.25,63.95477298123052
705,28.049999999999997,21.6,59.76877763850063
706,28.049999999999997,23.2,61.81486437898638
707,28.049999999999997,24.0,62.14389139648373
708,28.049999999999997,26.4,64.11325333092118
709,28.049999999999997,28.0,65.67754138375518
